,ticker,date,exchange_rate
723,JCI,2019-09-30,1.0
724,JCI,2020-09-30,1.0
725,JCI,2021-09-30,1.0
726,JD,2017-12-31,1.0
727,JD,2018-12-31,1.0
728,JD,2019-12-31,1.0
729,JD,2020-12-31,1.0
730,JNJ,2018-12-30,1.0
731,JNJ,2019-12-29,1.0
732,JNJ,2021-01-03,1.0
733,JNJ,2022-01-02,1.0
734,JNPR,2017-12-31,1.0
735,JNPR,2018-12-31,1.0
736,JNPR,2019-12-31,1.0
737,JNPR,2020-12-31,1.0
738,K,2017-12-30,1.0
739,K,2018-12-29,1.0
740,K,2019-12-28,1.0
741,K,2021-01-02,1.0
742,KAMN,2018-12-31,1.0
743,KAMN,2019-12-31,1.0
744,KAMN,2020-12-31,1.0
745,KAMN,2021-12-31,1.0
746,KBH,2018-11-30,1.0
747,KBH,2019-11-30,1.0
748,KBH,2020-11-30,1.0
749,KBH,2021-11-30,1.0
750,KDP,2017-12-31,1.0
751,KDP,2018-12-31,1.0
752,KDP,2019-12-31,1.0
753,KDP,2020-12-31,1.0
754,KEX,2017-12-31,1.0
755,KEX,2018-12-31,1.0
756,KEX,2019-12-31,1.0
757,KEX,2020-12-31,1.0
758,KEY,2017-12-31,1.0
759,KEY,2018-12-31,1.0
760,KEY,2019-12-31,1.0
761,KEY,2020-12-31,1.0
762,KEYS,2018-10-31,1.0
763,KEYS,2019-10-31,1.0
764,KEYS,2020-10-31,1.0
765,KEYS,2021-10-31,1.0
766,KHC,2017-12-30,1.0
767,KHC,2018-12-29,1.0
768,KHC,2019-12-28,1.0
769,KHC,2020-12-26,1.0
770,KMT,2018-06-30,1.0
771,KMT,2019-06-30,1.0
772,KMT,2020-06-30,1.0
773,KMT,2021-06-30,1.0
774,KODK,2017-12-31,1.0
775,KODK,2018-12-31,1.0
776,KODK,2019-12-31,1.0
777,KODK,2020-12-31,1.0
778,KOF,2017-12-31,1.0
779,KOF,2018-12-31,1.0
