ticker,date,exchange_rate
MLKN,2021-08-28,1.0
MLKN,2021-11-27,1.0
MLM,2021-03-31,1.0
MLM,2021-06-30,1.0
MLM,2021-09-30,1.0
MLM,2021-12-31,1.0
MOG-A,2021-04-03,1.0
MOG-A,2021-07-03,1.0
MOG-A,2021-10-02,1.0
MOG-A,2022-01-01,1.0
MOS,2020-12-31,1.0
MOS,2021-03-31,1.0
MOS,2021-06-30,1.0
MOS,2021-09-30,1.0
MRVL,2021-01-30,1.0
MRVL,2021-05-01,1.0
MRVL,2021-07-31,1.0
MRVL,2021-10-30,1.0
MSFT,2020-12-31,1.0
MSFT,2021-03-31,1.0
MSFT,2021-06-30,1.0
MSFT,2021-09-30,1.0
MSI,2020-12-31,1.0
MSI,2021-04-03,1.0
MSI,2021-07-03,1.0
MSI,2021-10-02,1.0
MT,2020-12-31,1.0
MT,2021-03-31,1.0
MT,2021-06-30,1.0
MT,2021-09-30,1.0
MTH,2020-12-31,1.0
MTH,2021-03-31,1.0
MTH,2021-06-30,1.0
MTH,2021-09-30,1.0
MTW,2020-12-31,1.0
MTW,2021-03-31,1.0
MTW,2021-06-30,1.0
MTW,2021-09-30,1.0
MTX,2020-12-31,1.0
MTX,2021-04-04,1.0
MTX,2021-07-04,1.0
MTX,2021-10-03,1.0
MU,2021-03-04,1.0
MU,2021-06-03,1.0
MU,2021-09-02,1.0
MU,2021-12-02,1.0
MWA,2021-03-31,1.0
MWA,2021-06-30,1.0
MWA,2021-09-30,1.0
MWA,2021-12-31,1.0
NEM,2020-12-31,1.0
NEM,2021-03-31,1.0
NEM,2021-06-30,1.0
NEM,2021-09-30,1.0
NEU,2021-03-31,1.0
NEU,2021-06-30,1.0
NEU,2021-09-30,1.0
NEU,2021-12-31,1.0
NKE,2021-02-28,1.0
NKE,2021-05-31,1.0
NKE,2021-08-31,1.0
NKE,2021-11-30,1.0
NOKI34.SA,2020-03-31,0.1922071542604515
NOKI34.SA,2020-06-30,0.1832193461827939
NOKI34.SA,2020-09-30,0.1959375406153103
NOKI34.SA,2020-12-31,0.1925315760571115
NOMD,2021-03-31,1.0
NOMD,2021-06-30,1.0
NOMD,2021-09-30,1.0
NOMD,2021-12-31,1.0
NOV,2021-03-31,1.0
NOV,2021-06-30,1.0
NOV,2021-09-30,1.0
NOV,2021-12-31,1.0
NOVN,2020-12-31,1.0
NOVN,2021-03-31,1.0
NOVN,2021-06-30,1.0
NOVN,2021-09-30,1.0
NOVO-B.CO,2020-12-31,0.1649128465642597
NOVO-B.CO,2021-03-31,0.1576512981861697
NOVO-B.CO,2021-06-30,0.1598128076167935
NOVO-B.CO,2021-09-30,0.1557154384077461
NP,2020-12-31,1.0
NP,2021-03-31,1.0
NP,2021-06-30,1.0
NP,2021-09-30,1.0
NPO,2021-03-31,1.0
NPO,2021-06-30,1.0
NPO,2021-09-30,1.0
NPO,2021-12-31,1.0
NSC,2020-12-31,1.0
NSC,2021-03-31,1.0
NSC,2021-06-30,1.0
NSC,2021-09-30,1.0
NTCO3.SA,2020-12-31,0.1925315760571115
NTCO3.SA,2021-03-31,0.17393819816345
NTCO3.SA,2021-06-30,0.2012531752751905
NTCO3.SA,2021-09-30,0.1848764988583928
NTR,2020-12-31,1.0
NTR,2021-03-31,1.0
NTR,2021-06-30,1.0
NTR,2021-09-30,1.0
NUE,2020-12-31,1.0
NUE,2021-04-03,1.0
NUE,2021-07-03,1.0
NUE,2021-10-02,1.0
NVDA,2021-01-31,1.0
NVDA,2021-05-02,1.0
NVDA,2021-08-01,1.0
NVDA,2021-10-31,1.0
NVR,2020-12-31,1.0
NVR,2021-03-31,1.0
NVR,2021-06-30,1.0
NVR,2021-09-30,1.0
NVT,2020-12-31,1.0
NVT,2021-03-31,1.0
NVT,2021-06-30,1.0
NVT,2021-09-30,1.0
NWSA,2021-03-31,1.0
NWSA,2021-06-30,1.0
NWSA,2021-09-30,1.0
NWSA,2021-12-31,1.0
NXPI,2020-12-31,1.0
NXPI,2021-04-04,1.0
NXPI,2021-07-04,1.0
NXPI,2021-10-03,1.0
OC,2020-12-31,1.0
OC,2021-03-31,1.0
OC,2021-06-30,1.0
OC,2021-09-30,1.0
OCDX,2021-04-04,1.0
OCDX,2021-07-04,1.0
OCDX,2021-10-03,1.0
OCDX,2022-01-02,1.0
OGE,2021-03-31,1.0
OGE,2021-06-30,1.0
OGE,2021-09-30,1.0
OGE,2021-12-31,1.0
OGN,2021-03-31,1.0
OGN,2021-06-30,1.0
OGN,2021-09-30,1.0
OGN,2021-12-31,1.0
OGS,2021-03-31,1.0
OGS,2021-06-30,1.0
OGS,2021-09-30,1.0
OGS,2021-12-31,1.0
OSK,2021-03-31,1.0
OSK,2021-06-30,1.0
OSK,2021-09-30,1.0
OSK,2021-12-31,1.0
OTIS,2021-03-31,1.0
OTIS,2021-06-30,1.0
OTIS,2021-09-30,1.0
OTIS,2021-12-31,1.0
PAMP.BA,2020-12-31,0.0119
PAMP.BA,2021-03-31,0.0109
PAMP.BA,2021-06-30,0.0104
PAMP.BA,2021-09-30,0.0101
PFE,2020-12-31,1.0
PFE,2021-04-04,1.0
PFE,2021-07-04,1.0
PFE,2021-10-03,1.0
PG,2021-03-31,1.0
PG,2021-06-30,1.0
PG,2021-09-30,1.0
PG,2021-12-31,1.0
PH,2021-03-31,1.0
PH,2021-06-30,1.0
PH,2021-09-30,1.0
PH,2021-12-31,1.0
PHIA.AS,2021-03-31,1.1725
PHIA.AS,2021-06-30,1.1884
PHIA.AS,2021-09-30,1.1579
PHIA.AS,2021-12-31,1.1326
PHM,2020-12-31,1.0
PHM,2021-03-31,1.0
PHM,2021-06-30,1.0
PHM,2021-09-30,1.0
PKG,2020-12-31,1.0
PKG,2021-03-31,1.0
PKG,2021-06-30,1.0
PKG,2021-09-30,1.0
PKI,2021-01-03,1.0
PKI,2021-04-04,1.0
PKI,2021-07-04,1.0
PKI,2021-10-03,1.0
PM,2020-12-31,1.0
PM,2021-03-31,1.0
PM,2021-06-30,1.0
PM,2021-09-30,1.0
PNR,2021-03-31,1.0
PNR,2021-06-30,1.0
PNR,2021-09-30,1.0
PNR,2021-12-31,1.0
POLY,2020-12-26,1.0
POLY,2021-04-03,1.0
POLY,2021-07-03,1.0
POLY,2021-10-02,1.0
PPC,2020-12-27,1.0
PPC,2021-03-28,1.0
PPC,2021-06-27,1.0
PPC,2021-09-26,1.0
PPL,2021-03-31,1.0
PPL,2021-06-30,1.0
PPL,2021-09-30,1.0
PPL,2021-12-31,1.0
PRGO,2020-12-31,1.0
PRGO,2021-04-03,1.0
PRGO,2021-07-03,1.0
PRGO,2021-10-02,1.0
PSX,2021-03-31,1.0
PSX,2021-06-30,1.0
PSX,2021-09-30,1.0
PSX,2021-12-31,1.0
PXD,2021-03-31,1.0
PXD,2021-06-30,1.0
PXD,2021-09-30,1.0
PXD,2021-12-31,1.0
QRVO,2021-01-02,1.0
QRVO,2021-04-03,1.0
QRVO,2021-07-03,1.0
QRVO,2021-10-02,1.0
REGI,2020-12-31,1.0
REGI,2021-03-31,1.0
REGI,2021-06-30,1.0
REGI,2021-09-30,1.0
REGN,2021-03-31,1.0
REGN,2021-06-30,1.0
REGN,2021-09-30,1.0
REGN,2021-12-31,1.0
REV,2020-12-31,1.0
REV,2021-03-31,1.0
REV,2021-06-30,1.0
REV,2021-09-30,1.0
REZI,2020-12-31,1.0
REZI,2021-04-03,1.0
REZI,2021-07-03,1.0
REZI,2021-10-02,1.0
RFP,2020-12-31,1.0
RFP,2021-03-31,1.0
RFP,2021-06-30,1.0
RFP,2021-09-30,1.0
RIG,2021-03-31,1.0
RIG,2021-06-30,1.0
RIG,2021-09-30,1.0
RIG,2021-12-31,1.0
ROLL,2021-04-03,1.0
ROLL,2021-07-03,1.0
ROLL,2021-10-02,1.0
ROLL,2022-01-01,1.0
ROP,2021-03-31,1.0
ROP,2021-06-30,1.0
ROP,2021-09-30,1.0
ROP,2021-12-31,1.0
RS,2021-03-31,1.0
RS,2021-06-30,1.0
RS,2021-09-30,1.0
RS,2021-12-31,1.0
RTX,2020-12-31,1.0
RTX,2021-03-31,1.0
RTX,2021-06-30,1.0
RTX,2021-09-30,1.0
SAN,2020-12-31,1.0
SAN,2021-03-31,1.0
SAN,2021-06-30,1.0
SAN,2021-09-30,1.0
SANM,2021-04-03,1.0
SANM,2021-07-03,1.0
SANM,2021-10-02,1.0
SANM,2022-01-01,1.0
SBUX,2021-03-28,1.0
SBUX,2021-06-27,1.0
SBUX,2021-10-03,1.0
SBUX,2022-01-02,1.0
SCS,2021-02-26,1.0
SCS,2021-05-28,1.0
SCS,2021-08-27,1.0
SCS,2021-11-26,1.0
SGMS,2020-12-31,1.0
SGMS,2021-03-31,1.0
SGMS,2021-06-30,1.0
SGMS,2021-09-30,1.0
SIG,2021-01-30,1.0
SIG,2021-05-01,1.0
SIG,2021-07-31,1.0
SIG,2021-10-30,1.0
SITE,2021-01-03,1.0
SITE,2021-04-04,1.0
SITE,2021-07-04,1.0
SITE,2021-10-03,1.0
SJM,2021-04-30,1.0
SJM,2021-07-31,1.0
SJM,2021-10-31,1.0
SJM,2022-01-31,1.0
SKM,2021-03-31,1.0
SKM,2021-06-30,1.0
SKM,2021-09-30,1.0
SKM,2021-12-31,1.0
SLVM,2020-09-30,1.0
SLVM,2021-03-31,1.0
SLVM,2021-06-30,1.0
SLVM,2021-09-30,1.0
SN.L,2020-09-30,1.2832794431961418
SN.L,2020-12-31,1.3649155200605096
SN.L,2021-04-03,1.378719408415987
SN.L,2021-07-03,1.3747194865295396
SNA,2021-04-03,1.0
SNA,2021-07-03,1.0
SNA,2021-10-02,1.0
SNA,2022-01-01,1.0
SNP,2020-12-31,1.0
SNP,2021-03-31,1.0
SNP,2021-06-30,1.0
SNP,2021-09-30,1.0
SNX,2021-02-28,1.0
SNX,2021-05-31,1.0
SNX,2021-08-31,1.0
SNX,2021-11-30,1.0
SOL.JO,2021-03-31,0.1261
SOL.JO,2021-06-30,0.1261
SOL.JO,2021-09-30,0.1261
SOL.JO,2021-12-31,0.1261
SOY.TO,2021-04-03,0.7943463853384731
SOY.TO,2021-07-03,0.8055460925257204
SOY.TO,2021-10-02,0.7892230235406177
SOY.TO,2022-01-01,0.7869103036198152
SQM,2020-12-31,1.0
SQM,2021-03-31,1.0
SQM,2021-06-30,1.0
SQM,2021-09-30,1.0
SRE,2020-12-31,1.0
SRE,2021-03-31,1.0
SRE,2021-06-30,1.0
SRE,2021-09-30,1.0
SSW.JO,2020-09-30,0.1261
SSW.JO,2020-12-31,0.1261
SSW.JO,2021-03-31,0.1261
SSW.JO,2021-06-30,0.1261
STE,2021-03-31,1.0
STE,2021-06-30,1.0
STE,2021-09-30,1.0
STE,2021-12-31,1.0
STLA,2020-09-30,1.0
STLA,2020-12-31,1.0
STLA,2021-03-31,1.0
STLA,2021-06-30,1.0
STLD,2021-03-31,1.0
STLD,2021-06-30,1.0
STLD,2021-09-30,1.0
STLD,2021-12-31,1.0
STM,2020-12-31,1.0
STM,2021-04-03,1.0
STM,2021-07-03,1.0
STM,2021-10-02,1.0
STZ,2021-02-28,1.0
STZ,2021-05-31,1.0
STZ,2021-08-31,1.0
STZ,2021-11-30,1.0
SU,2020-12-31,1.0
SU,2021-03-31,1.0
SU,2021-06-30,1.0
SU,2021-09-30,1.0
SWK,2021-01-02,1.0
SWK,2021-04-03,1.0
SWK,2021-07-03,1.0
SWK,2021-10-02,1.0
SWKS,2021-01-01,1.0
SWKS,2021-04-02,1.0
SWKS,2021-07-02,1.0
SWKS,2021-10-01,1.0
SWM,2021-03-31,1.0
SWM,2021-06-30,1.0
SWM,2021-09-30,1.0
SWM,2021-12-31,1.0
TAP,2020-12-31,1.0
TAP,2021-03-31,1.0
TAP,2021-06-30,1.0
TAP,2021-09-30,1.0
TDS,2021-03-31,1.0
TDS,2021-06-30,1.0
TDS,2021-09-30,1.0
TDS,2021-12-31,1.0
TDY,2021-01-03,1.0
TDY,2021-04-04,1.0
TDY,2021-07-04,1.0
TDY,2021-10-03,1.0
TECK-B.TO,2021-03-31,0.7931944256528211
TECK-B.TO,2021-06-30,0.807227278902323
TECK-B.TO,2021-09-30,0.7689744539059608
TECK-B.TO,2021-12-31,0.7869103036198152
TEL,2021-03-26,1.0
TEL,2021-06-25,1.0
TEL,2021-09-24,1.0
TEL,2021-12-24,1.0
TFX,2020-12-31,1.0
TFX,2021-03-28,1.0
TFX,2021-06-27,1.0
TFX,2021-09-26,1.0
TGI,2020-12-31,1.0
TGI,2021-03-31,1.0
TGI,2021-06-30,1.0
TGI,2021-09-30,1.0
THO,2021-01-31,1.0
THO,2021-04-30,1.0
THO,2021-07-31,1.0
THO,2021-10-31,1.0
TKR,2021-03-31,1.0
TKR,2021-06-30,1.0
TKR,2021-09-30,1.0
TKR,2021-12-31,1.0
TMHC,2020-12-31,1.0
TMHC,2021-03-31,1.0
TMHC,2021-06-30,1.0
TMHC,2021-09-30,1.0
TMO,2021-04-03,1.0
TMO,2021-07-03,1.0
TMO,2021-10-02,1.0
TMO,2021-12-31,1.0
TNC,2020-12-31,1.0
TNC,2021-03-31,1.0
TNC,2021-06-30,1.0
TNC,2021-09-30,1.0
TNL,2020-12-31,1.0
TNL,2021-03-31,1.0
TNL,2021-06-30,1.0
TNL,2021-09-30,1.0
TOL,2021-01-31,1.0
TOL,2021-04-30,1.0
TOL,2021-07-31,1.0
TOL,2021-10-31,1.0
TPH,2020-12-31,1.0
TPH,2021-03-31,1.0
TPH,2021-06-30,1.0
TPH,2021-09-30,1.0
TRMB,2021-01-01,1.0
TRMB,2021-04-02,1.0
TRMB,2021-07-02,1.0
TRMB,2021-10-01,1.0
TRS,2020-12-31,1.0
TRS,2021-03-31,1.0
TRS,2021-06-30,1.0
TRS,2021-09-30,1.0
TSLA,2020-12-31,1.0
TSLA,2021-03-31,1.0
TSLA,2021-06-30,1.0
TSLA,2021-09-30,1.0
TSN,2021-01-02,1.0
TSN,2021-04-03,1.0
TSN,2021-07-03,1.0
TSN,2021-10-02,1.0
TT,2020-12-31,1.0
TT,2021-03-31,1.0
TT,2021-06-30,1.0
TT,2021-09-30,1.0
TTC,2021-04-30,1.0
TTC,2021-07-30,1.0
TTC,2021-10-31,1.0
TTC,2022-01-28,1.0
TTE,2021-03-31,1.0
TTE,2021-06-30,1.0
TTE,2021-09-30,1.0
TTE,2021-12-31,1.0
TTMI,2021-03-29,1.0
TTMI,2021-06-28,1.0
TTMI,2021-09-27,1.0
TTMI,2022-01-03,1.0
TUP,2021-03-27,1.0
TUP,2021-06-26,1.0
TUP,2021-09-25,1.0
TUP,2021-12-25,1.0
TWTR,2021-06-30,1.0
TWTR,2021-09-30,1.0
TWTR,2021-12-31,1.0
TWTR,2022-03-31,1.0
TXN,2021-03-31,1.0
TXN,2021-06-30,1.0
TXN,2021-09-30,1.0
TXN,2021-12-31,1.0
TXT,2021-04-03,1.0
TXT,2021-07-03,1.0
TXT,2021-10-02,1.0
TXT,2022-01-01,1.0
UCTT,2020-12-25,1.0
UCTT,2021-03-26,1.0
UCTT,2021-06-25,1.0
UCTT,2021-09-24,1.0
UHS,2020-12-31,1.0
UHS,2021-03-31,1.0
UHS,2021-06-30,1.0
UHS,2021-09-30,1.0
USM,2021-03-31,1.0
USM,2021-06-30,1.0
USM,2021-09-30,1.0
USM,2021-12-31,1.0
UVV,2021-03-31,1.0
UVV,2021-06-30,1.0
UVV,2021-09-30,1.0
UVV,2021-12-31,1.0
VALE3.SA,2020-12-31,0.1925315760571115
VALE3.SA,2021-03-31,0.17393819816345
VALE3.SA,2021-06-30,0.2012531752751905
VALE3.SA,2021-09-30,0.1848764988583928
VIPS,2020-12-31,1.0
VIPS,2021-03-31,1.0
VIPS,2021-06-30,1.0
VIPS,2021-09-30,1.0
VLO,2021-03-31,1.0
VLO,2021-06-30,1.0
VLO,2021-09-30,1.0
VLO,2021-12-31,1.0
VMC,2021-03-31,1.0
VMC,2021-06-30,1.0
VMC,2021-09-30,1.0
VMC,2021-12-31,1.0
VMI,2020-12-26,1.0
VMI,2021-03-27,1.0
VMI,2021-06-26,1.0
VMI,2021-09-25,1.0
VREX,2021-04-02,1.0
VREX,2021-07-02,1.0
VREX,2021-10-01,1.0
VREX,2021-12-31,1.0
VSAT,2021-03-31,1.0
VSAT,2021-06-30,1.0
VSAT,2021-09-30,1.0
VSAT,2021-12-31,1.0
VSH,2021-04-03,1.0
VSH,2021-07-03,1.0
VSH,2021-10-02,1.0
VSH,2021-12-31,1.0
VSTO,2021-03-31,1.0
VSTO,2021-06-27,1.0
VSTO,2021-09-26,1.0
VSTO,2021-12-26,1.0
WAB,2021-03-31,1.0
WAB,2021-06-30,1.0
WAB,2021-09-30,1.0
WAB,2021-12-31,1.0
WDC,2021-04-02,1.0
WDC,2021-07-02,1.0
WDC,2021-10-01,1.0
WDC,2021-12-31,1.0
WEBR,2020-12-31,1.0
WEBR,2021-06-30,1.0
WEBR,2021-09-30,1.0
WEBR,2021-12-31,1.0
WEED.TO,2020-12-31,0.7849421096398644
WEED.TO,2021-03-31,0.7931944256528211
WEED.TO,2021-06-30,0.807227278902323
WEED.TO,2021-09-30,0.7850169491525423
WFG,2020-12-31,1.0
WFG,2021-03-31,1.0
WFG,2021-06-30,1.0
WFG,2021-09-30,1.0
WGO,2021-02-27,1.0
WGO,2021-05-29,1.0
WGO,2021-08-28,1.0
WGO,2021-11-27,1.0
WLK,2020-12-31,1.0
WLK,2021-03-31,1.0
WLK,2021-06-30,1.0
WLK,2021-09-30,1.0
WMS,2020-12-31,1.0
WMS,2021-03-31,1.0
WMS,2021-06-30,1.0
WMS,2021-09-30,1.0
WMT,2021-04-30,1.0
WMT,2021-07-31,1.0
WMT,2021-10-31,1.0
WMT,2022-01-31,1.0
WOR,2021-02-28,1.0
WOR,2021-05-31,1.0
WOR,2021-08-31,1.0
WOR,2021-11-30,1.0
WRK,2021-03-31,1.0
WRK,2021-06-30,1.0
WRK,2021-09-30,1.0
WRK,2021-12-31,1.0
WY,2021-03-31,1.0
WY,2021-06-30,1.0
WY,2021-09-30,1.0
WY,2021-12-31,1.0
XOM,2021-03-31,1.0
XOM,2021-06-30,1.0
XOM,2021-09-30,1.0
XOM,2021-12-31,1.0
XRAY,2020-12-31,1.0
XRAY,2021-03-31,1.0
XRAY,2021-06-30,1.0
XRAY,2021-09-30,1.0
XRX,2020-12-31,1.0
XRX,2021-03-31,1.0
XRX,2021-06-30,1.0
XRX,2021-09-30,1.0
YRI.TO,2020-12-31,0.7849421096398644
YRI.TO,2021-03-31,0.7931944256528211
YRI.TO,2021-06-30,0.807227278902323
YRI.TO,2021-09-30,0.7850169491525423
ZBH,2021-03-31,1.0
ZBH,2021-06-30,1.0
ZBH,2021-09-30,1.0
ZBH,2021-12-31,1.0
ZBRA,2020-12-31,1.0
ZBRA,2021-04-03,1.0
ZBRA,2021-07-03,1.0
ZBRA,2021-10-02,1.0
ZWS,2021-03-31,1.0
ZWS,2021-06-30,1.0
ZWS,2021-09-30,1.0
ZWS,2021-12-31,1.0
