,ticker,date,exchange_rate
604,HCC,2019-12-31,1.0
605,HCC,2020-12-31,1.0
606,HCC,2021-12-31,1.0
607,HII,2018-12-31,1.0
608,HII,2019-12-31,1.0
609,HII,2020-12-31,1.0
610,HII,2021-12-31,1.0
611,HLF,2018-12-31,1.0
612,HLF,2019-12-31,1.0
613,HLF,2020-12-31,1.0
614,HLF,2021-12-31,1.0
615,HOLX,2018-09-30,1.0
616,HOLX,2019-09-30,1.0
617,HOLX,2020-09-30,1.0
618,HOLX,2021-09-30,1.0
619,HPE,2018-10-31,1.0
620,HPE,2019-10-31,1.0
621,HPE,2020-10-31,1.0
622,HPE,2021-10-31,1.0
623,HPQ,2018-10-31,1.0
624,HPQ,2019-10-31,1.0
625,HPQ,2020-10-31,1.0
626,HPQ,2021-10-31,1.0
627,HRL,2018-10-31,1.0
628,HRL,2019-10-31,1.0
629,HRL,2020-10-31,1.0
630,HRL,2021-10-31,1.0
631,HUBB,2018-12-31,1.0
632,HUBB,2019-12-31,1.0
633,HUBB,2020-12-31,1.0
634,HUBB,2021-12-31,1.0
635,HUN,2018-12-31,1.0
636,HUN,2019-12-31,1.0
637,HUN,2020-12-31,1.0
638,HUN,2021-12-31,1.0
639,HXL,2018-12-31,1.0
640,HXL,2019-12-31,1.0
641,HXL,2020-12-31,1.0
642,HXL,2021-12-31,1.0
643,HY,2018-12-31,1.0
644,HY,2019-12-31,1.0
645,HY,2020-12-31,1.0
646,HY,2021-12-31,1.0
647,HZNP,2018-12-31,1.0
648,HZNP,2019-12-31,1.0
649,HZNP,2020-12-31,1.0
650,HZNP,2021-12-31,1.0
651,ICL,2018-12-31,1.0
652,ICL,2019-12-31,1.0
653,ICL,2020-12-31,1.0
654,ICL,2021-12-31,1.0
658,ICUI,2018-12-31,1.0
655,ICUI,2019-12-31,1.0
656,ICUI,2020-12-31,1.0
657,ICUI,2021-12-31,1.0
659,IEP,2018-12-31,1.0
660,IEP,2019-12-31,1.0
661,IEP,2020-12-31,1.0
662,IEP,2021-12-31,1.0
663,IEX,2018-12-31,1.0
664,IEX,2019-12-31,1.0
665,IEX,2020-12-31,1.0
666,IEX,2021-12-31,1.0
667,IFF,2018-12-31,1.0
668,IFF,2019-12-31,1.0
669,IFF,2020-12-31,1.0
670,IFF,2021-12-31,1.0
671,IIVI,2018-06-30,1.0
672,IIVI,2019-06-30,1.0
673,IIVI,2020-06-30,1.0
674,IIVI,2021-06-30,1.0
675,ILMN,2018-12-31,1.0
676,ILMN,2019-12-31,1.0
677,ILMN,2020-12-31,1.0
678,ILMN,2021-12-31,1.0
679,IMG.TO,2018-12-31,0.7689744539059608
680,IMG.TO,2019-12-31,0.7695574736265242
681,IMG.TO,2020-12-31,0.7849421096398644
682,IMG.TO,2021-12-31,0.7869103036198152
683,IMKTA,2018-09-30,1.0
684,IMKTA,2019-09-30,1.0
685,IMKTA,2020-09-30,1.0
686,IMKTA,2021-09-30,1.0
687,IMO,2018-12-31,1.0
688,IMO,2019-12-31,1.0
689,IMO,2020-12-31,1.0
690,IMO,2021-12-31,1.0
691,INGR,2018-12-31,1.0
692,INGR,2019-12-31,1.0
693,INGR,2020-12-31,1.0
694,INGR,2021-12-31,1.0
695,INTC,2018-12-31,1.0
696,INTC,2019-12-31,1.0
697,INTC,2020-12-31,1.0
698,INTC,2021-12-31,1.0
699,IR,2018-12-31,1.0
700,IR,2019-12-31,1.0
701,IR,2020-12-31,1.0
702,IR,2021-12-31,1.0
703,ITGR,2018-12-31,1.0
704,ITGR,2019-12-31,1.0
705,ITGR,2020-12-31,1.0
706,ITGR,2021-12-31,1.0
707,ITT,2018-12-31,1.0
708,ITT,2019-12-31,1.0
709,ITT,2020-12-31,1.0
710,ITT,2021-12-31,1.0
711,JCI,2018-09-30,1.0
712,JCI,2019-09-30,1.0
713,JCI,2020-09-30,1.0
714,JCI,2021-09-30,1.0
715,JD,2018-12-31,1.0
716,JD,2019-12-31,1.0
717,JD,2020-12-31,1.0
718,JD,2021-12-31,1.0
719,JNJ,2018-12-31,1.0
720,JNJ,2019-12-31,1.0
721,JNJ,2020-12-31,1.0
722,JNJ,2021-12-31,1.0
723,JNPR,2018-12-31,1.0
724,JNPR,2019-12-31,1.0
725,JNPR,2020-12-31,1.0
726,JNPR,2021-12-31,1.0
727,K,2018-12-31,1.0
728,K,2019-12-31,1.0
729,K,2020-12-31,1.0
730,K,2021-12-31,1.0
731,KAMN,2018-12-31,1.0
732,KAMN,2019-12-31,1.0
733,KAMN,2020-12-31,1.0
734,KAMN,2021-12-31,1.0
735,KBH,2018-11-30,1.0
736,KBH,2019-11-30,1.0
737,KBH,2020-11-30,1.0
738,KBH,2021-11-30,1.0
739,KDP,2018-12-31,1.0
740,KDP,2019-12-31,1.0
741,KDP,2020-12-31,1.0
742,KDP,2021-12-31,1.0
743,KEX,2018-12-31,1.0
744,KEX,2019-12-31,1.0
745,KEX,2020-12-31,1.0
746,KEX,2021-12-31,1.0
747,KEY,2018-12-31,1.0
748,KEY,2019-12-31,1.0
749,KEY,2020-12-31,1.0
750,KEY,2021-12-31,1.0
751,KEYS,2018-10-31,1.0
752,KEYS,2019-10-31,1.0
753,KEYS,2020-10-31,1.0
754,KEYS,2021-10-31,1.0
755,KHC,2018-12-31,1.0
756,KHC,2019-12-31,1.0
757,KHC,2020-12-31,1.0
758,KHC,2021-12-31,1.0
759,KMT,2018-06-30,1.0
760,KMT,2019-06-30,1.0
761,KMT,2020-06-30,1.0
762,KMT,2021-06-30,1.0
763,KODK,2018-12-31,1.0
764,KODK,2019-12-31,1.0
765,KODK,2020-12-31,1.0
766,KODK,2021-12-31,1.0
767,KOF,2018-12-31,1.0
768,KOF,2019-12-31,1.0
769,KOF,2020-12-31,1.0
770,KOF,2021-12-31,1.0
771,KRO,2018-12-31,1.0
772,KRO,2019-12-31,1.0
773,KRO,2020-12-31,1.0
774,KRO,2021-12-31,1.0
775,KT,2018-12-31,1.0
776,KT,2019-12-31,1.0
777,KT,2020-12-31,1.0
778,KT,2021-12-31,1.0
779,LCI,2018-06-30,1.0
780,LCI,2019-06-30,1.0
781,LCI,2020-06-30,1.0
