ticker,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,longitude,latitude,date2,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE
AU,2018-12-31,6000000.0,756000000.0,-48000000.0,1227000000.0,,244000000.0,445000000.0,2652000000.0,212000000.0,3336000000.0,264000000.0,139000000.0,-335000000.0,-1302000000.0,-3227000000.0,329000000.0,582000000.0,2843000000.0,2529000000.0,116000000.0,3381000000.0,-155000000.0,493000000.0,-24000000.0,133000000.0,124000000.0,-74000000.0,,,133000000.0,233000000.0,-14000000.0,89000000.0,-214000000.0,,,167000000.0,76000000.0,42000000.0,1854000000.0,2580000000.0,-83000000.0,-1302000000.0,,857000000.0,118000000.0,-2000000.0,,243000000.0,,,7000000.0,31000000.0,7165000000.0,493000000.0,-133000000.0,652000000.0,-5000000.0,-46000000.0,-393000000.0,1245000000.0,1669000000.0,3949000000.0,16000000.0,350000000.0,6643000000.0,793000000.0,,-575000000.0,AngloGold Ashanti Limited,USD,Basic Materials,Gold,28.0503,-26.1295,2018,2050000000.0,434000000.0,33000000.0,205000000.0,-393000000.0,857000000.0,
AU,2019-12-31,10000000.0,903000000.0,9000000.0,1982000000.0,,-20000000.0,619000000.0,2640000000.0,250000000.0,3525000000.0,622000000.0,734000000.0,-743000000.0,-1301000000.0,-3268000000.0,456000000.0,602000000.0,2915000000.0,2517000000.0,116000000.0,2750000000.0,-153000000.0,610000000.0,-27000000.0,-12000000.0,127000000.0,-138000000.0,,,-12000000.0,369000000.0,-11000000.0,99000000.0,3000000.0,,,189000000.0,82000000.0,36000000.0,1299000000.0,2622000000.0,-376000000.0,-1301000000.0,,1047000000.0,398000000.0,-67000000.0,,351000000.0,,,7000000.0,634000000.0,7192000000.0,610000000.0,-139000000.0,632000000.0,25000000.0,40000000.0,-177000000.0,1053000000.0,1657000000.0,4187000000.0,17000000.0,365000000.0,6863000000.0,1709000000.0,105000000.0,-709000000.0,AngloGold Ashanti Limited,USD,Basic Materials,Gold,28.0503,-26.1295,2019,2204000000.0,545000000.0,47000000.0,344000000.0,-177000000.0,1047000000.0,3000000.0
AU,2020-12-31,,1730000000.0,151000000.0,2334000000.0,,8000000.0,1589000000.0,3695000000.0,625000000.0,4427000000.0,363000000.0,142000000.0,-476000000.0,-1188000000.0,-2341000000.0,1330000000.0,576000000.0,2989000000.0,3564000000.0,126000000.0,3026000000.0,-160000000.0,1438000000.0,-38000000.0,953000000.0,874000000.0,-163000000.0,,,953000000.0,964000000.0,29000000.0,100000000.0,-131000000.0,,,173000000.0,68000000.0,45000000.0,1789000000.0,2697000000.0,7000000.0,-1188000000.0,,1654000000.0,186000000.0,-83000000.0,,342000000.0,,,5000000.0,42000000.0,7207000000.0,1438000000.0,-115000000.0,733000000.0,25000000.0,8000000.0,-329000000.0,1068000000.0,1839000000.0,3932000000.0,17000000.0,403000000.0,7672000000.0,959000000.0,7000000.0,-718000000.0,AngloGold Ashanti Limited,USD,Basic Materials,Gold,28.0503,-26.1295,2020,2084000000.0,1375000000.0,56000000.0,952000000.0,-329000000.0,1654000000.0,3000000.0
AVT,2018-06-30,,2527184000.0,-316604000.0,7610599000.0,,242858000.0,145077000.0,4685081000.0,287966000.0,19036892000.0,234107000.0,105000000.0,71731000.0,-195351000.0,3235894000.0,621125000.0,181972000.0,18575211000.0,3484296000.0,980872000.0,522909000.0,-4018000.0,461681000.0,-88255000.0,-156424000.0,-215259000.0,-296175000.0,-323516000.0,,-156424000.0,-142889000.0,,92225000.0,-126104000.0,,,3641139000.0,1973278000.0,,1489219000.0,16509708000.0,-13535000.0,-195351000.0,,253485000.0,266895000.0,-308663000.0,,262552000.0,,189060000.0,219913000.0,2259000.0,1528713000.0,461681000.0,-92747000.0,3141822000.0,1418000.0,409608000.0,-541893000.0,453084000.0,,4911764000.0,115825000.0,2269478000.0,9596845000.0,2969461000.0,200775000.0,-155873000.0,"Avnet, Inc.",USD,Technology,Electronics & Computer Distribution,-112.0421,33.4413,2018,1654599000.0,4641138000.0,3641139000.0,97612000.0,-541893000.0,253485000.0,
AVT,2019-06-29,,2486102000.0,-394339000.0,6876336000.0,,30422000.0,236596000.0,4140473000.0,60259000.0,19518592000.0,238491000.0,300000000.0,-25212000.0,-304039000.0,2767469000.0,546105000.0,180842000.0,18887657000.0,3120225000.0,876728000.0,452171000.0,12127000.0,630935000.0,-87158000.0,176337000.0,-75020000.0,464981000.0,-568712000.0,,176337000.0,176337000.0,,-46000.0,61067000.0,,,3168369000.0,1855167000.0,,1419922000.0,17032490000.0,,-304039000.0,,534770000.0,165963000.0,81929000.0,,215801000.0,,-229955000.0,143520000.0,5511000.0,1573005000.0,630935000.0,-134874000.0,3008424000.0,-1902000.0,-377855000.0,-582676000.0,425585000.0,,4424083000.0,104038000.0,1864342000.0,8564556000.0,2578576000.0,90714000.0,-122690000.0,"Avnet, Inc.",USD,Technology,Electronics & Computer Distribution,-112.0421,33.4413,2019,1720460000.0,4297760000.0,3168369000.0,412080000.0,-582676000.0,534770000.0,
AVT,2020-06-27,,2063456000.0,-362272000.0,6328806000.0,,-9992000.0,-129585000.0,3726398000.0,-98504000.0,17634333000.0,183257000.0,,-135017000.0,-388380000.0,2421845000.0,477038000.0,242895000.0,17401646000.0,2887227000.0,773734000.0,680524000.0,-14330000.0,232687000.0,-83975000.0,-31081000.0,-69067000.0,221486000.0,-237842000.0,,-31081000.0,-31081000.0,,-46000.0,-308403000.0,,,2928386000.0,1830769000.0,,1424791000.0,15570877000.0,,-388380000.0,,730182000.0,197845000.0,266791000.0,,256696000.0,,-46176000.0,65437000.0,18989000.0,1594140000.0,232687000.0,-122742000.0,2731988000.0,-19682000.0,-106990000.0,-644550000.0,419923000.0,,4378799000.0,98793000.0,1754078000.0,8105197000.0,2280366000.0,121237000.0,-73516000.0,"Avnet, Inc.",USD,Technology,Electronics & Computer Distribution,-112.0421,33.4413,2020,1731874000.0,4048440000.0,2928386000.0,656666000.0,-644550000.0,730182000.0,
AVT,2021-07-03,,2240630000.0,-205788000.0,7163421000.0,,7548000.0,172929000.0,4084184000.0,-20185000.0,19534679000.0,81667000.0,,-61196000.0,-153747000.0,2516170000.0,199691000.0,188699000.0,19155962000.0,3217540000.0,838105000.0,634440000.0,-10718000.0,378717000.0,-84309000.0,193114000.0,-277347000.0,-615353000.0,,,193114000.0,193114000.0,,-46000.0,-218986000.0,,,3576130000.0,1861959000.0,,1191329000.0,17294049000.0,,-153747000.0,,90949000.0,250300000.0,-409075000.0,,260917000.0,,30924000.0,28539000.0,15722000.0,1622160000.0,378717000.0,-89473000.0,3236837000.0,6913000.0,620973000.0,-314013000.0,354833000.0,,4841238000.0,99601000.0,2401357000.0,8925422000.0,3055238000.0,109445000.0,-68744000.0,"Avnet, Inc.",USD,Technology,Electronics & Computer Distribution,-112.0421,33.4413,2021,1512591000.0,4108183000.0,3576130000.0,40586000.0,-314013000.0,90949000.0,
AYI,2018-08-31,,1485400000.0,-34400000.0,1211100000.0,,1700000.0,425900000.0,1716800000.0,76300000.0,3680100000.0,-10700000.0,400000.0,-204000000.0,-1189200000.0,1999200000.0,129100000.0,80300000.0,3219800000.0,247500000.0,970600000.0,286700000.0,,460300000.0,-21400000.0,349600000.0,-182000000.0,-62800000.0,-306600000.0,1700000.0,349600000.0,349600000.0,,,-400000.0,,,637900000.0,961200000.0,,356400000.0,2194700000.0,,-114800000.0,63900000.0,351500000.0,12500000.0,-74400000.0,12800000.0,21700000.0,,17000000.0,498700000.0,,906300000.0,460300000.0,-35500000.0,411800000.0,-2800000.0,52500000.0,-326700000.0,232900000.0,,1272000000.0,500000.0,451100000.0,2988800000.0,682700000.0,2900000.0,-43600000.0,"Acuity Brands, Inc.",USD,Industrials,Electrical Equipment & Parts,,,2018,356800000.0,528400000.0,637900000.0,309600000.0,-326700000.0,353200000.0,0.0
AYI,2019-08-31,,1479700000.0,-35200000.0,1441800000.0,,2900000.0,424900000.0,1918900000.0,94500000.0,3672700000.0,39400000.0,9100000.0,-53000000.0,-1307400000.0,2295800000.0,461000000.0,88300000.0,3212600000.0,485600000.0,967300000.0,277300000.0,,460100000.0,-20800000.0,330400000.0,331900000.0,97700000.0,-87600000.0,600000.0,330400000.0,330400000.0,,,-400000.0,,,561000000.0,914100000.0,,347500000.0,2193000000.0,,-151400000.0,74700000.0,494700000.0,42000000.0,70800000.0,15400000.0,20000000.0,,-20400000.0,466000000.0,13900000.0,930000000.0,460100000.0,-36400000.0,340800000.0,-1600000.0,-111500000.0,-108200000.0,309900000.0,,1253500000.0,500000.0,338800000.0,3172400000.0,596100000.0,2300000.0,-53000000.0,"Acuity Brands, Inc.",USD,Industrials,Electrical Equipment & Parts,,,2019,356600000.0,845700000.0,561000000.0,441700000.0,-108200000.0,494700000.0,0.0
AYI,2020-08-31,,1403600000.0,-48600000.0,1439700000.0,,-2100000.0,324700000.0,2127500000.0,76400000.0,3326300000.0,40600000.0,24300000.0,-359800000.0,-1359900000.0,2523300000.0,560700000.0,101100000.0,2953000000.0,441600000.0,1080000000.0,333900000.0,,373300000.0,-20800000.0,248300000.0,99700000.0,74500000.0,-74700000.0,900000.0,248300000.0,248300000.0,,,44300000.0,,,500300000.0,906600000.0,,376800000.0,1922700000.0,,-132700000.0,82000000.0,504800000.0,36400000.0,38000000.0,12300000.0,26200000.0,,21900000.0,605900000.0,14400000.0,963600000.0,373300000.0,-26400000.0,320100000.0,5000000.0,-19600000.0,-50300000.0,313000000.0,6000000.0,1364200000.0,500000.0,326500000.0,3491700000.0,617600000.0,2700000.0,-54900000.0,"Acuity Brands, Inc.",USD,Industrials,Electrical Equipment & Parts,,,2020,475100000.0,822100000.0,500300000.0,449900000.0,-50300000.0,504800000.0,200000.0
AYI,2021-08-31,,1475000000.0,-31700000.0,1544300000.0,,-3500000.0,396200000.0,2044500000.0,89900000.0,3461000000.0,35700000.0,,-117900000.0,-1761900000.0,2810300000.0,491300000.0,100100000.0,3033100000.0,376600000.0,1094700000.0,327100000.0,,427900000.0,-19100000.0,306300000.0,-69400000.0,-68700000.0,-439400000.0,3200000.0,306300000.0,306300000.0,,,92700000.0,,,571800000.0,918100000.0,,494300000.0,1986000000.0,,-98200000.0,88300000.0,408700000.0,35800000.0,-35500000.0,12900000.0,30500000.0,,5300000.0,573200000.0,13000000.0,995600000.0,427900000.0,-24200000.0,398700000.0,2400000.0,65500000.0,-362600000.0,297400000.0,5300000.0,1530600000.0,500000.0,391500000.0,3575100000.0,692200000.0,1900000.0,-43800000.0,"Acuity Brands, Inc.",USD,Industrials,Electrical Equipment & Parts,,,2021,556900000.0,852100000.0,571800000.0,364900000.0,-362600000.0,408700000.0,4700000.0
AZO,2018-08-25,59444000.0,5973746000.0,-497989000.0,4635869000.0,,-459000.0,1636329000.0,-1520355000.0,298793000.0,11221077000.0,231242000.0,,-521860000.0,-1467232000.0,-1208824000.0,217824000.0,345084000.0,9086759000.0,-1832789000.0,302645000.0,4218400000.0,-1052000.0,2134318000.0,,1337536000.0,-75446000.0,7534000.0,-1592013000.0,89715000.0,1337536000.0,1337536000.0,-34892000.0,,-128804000.0,,,258136000.0,3839428000.0,,5005930000.0,5247331000.0,,-235805000.0,,2080292000.0,140302000.0,-188782000.0,,105045000.0,,26114000.0,9789000.0,156795000.0,1155426000.0,2134318000.0,-180163000.0,3943670000.0,-1724000.0,319609000.0,-1632154000.0,730714000.0,75232000.0,10867335000.0,275000.0,4409372000.0,9346980000.0,5028681000.0,34620000.0,-521788000.0,"AutoZone, Inc.",USD,Consumer Cyclical,Specialty Retail,-90.048,35.144,2018,5058220000.0,-392812000.0,258136000.0,1558045000.0,-1632154000.0,2080292000.0,
AZO,2019-08-31,67958000.0,6365001000.0,-184804000.0,5028685000.0,,,2031333000.0,-1713851000.0,414112000.0,11863743000.0,78306000.0,,-491846000.0,-1673206000.0,-1305347000.0,176300000.0,369957000.0,9647606000.0,-2022112000.0,302645000.0,4398751000.0,-9404000.0,2216137000.0,,1617221000.0,-41524000.0,-48512000.0,-2004896000.0,188819000.0,1617221000.0,1617221000.0,-2398000.0,,151393000.0,,,308995000.0,4148864000.0,,5206344000.0,5498742000.0,,-269322000.0,,2128513000.0,160893000.0,-394147000.0,,89248000.0,,43839000.0,5616000.0,156319000.0,1264448000.0,2216137000.0,-192200000.0,4319113000.0,-4103000.0,464176000.0,-1674088000.0,767620000.0,70968000.0,11609764000.0,254000.0,4864912000.0,9895913000.0,5512141000.0,26861000.0,-496050000.0,"AutoZone, Inc.",USD,Consumer Cyclical,Specialty Retail,-90.048,35.144,2019,5262590000.0,-483456000.0,308995000.0,1632463000.0,-1674088000.0,2128513000.0,
AZO,2020-08-29,76118000.0,6770753000.0,-285065000.0,6811872000.0,,,2216514000.0,-877977000.0,483542000.0,12631967000.0,95912000.0,,-497875000.0,-710739000.0,-1450970000.0,1750815000.0,397466000.0,10130388000.0,-1180622000.0,302645000.0,7090898000.0,-48967000.0,2501579000.0,,1732972000.0,1574515000.0,-58564000.0,-930903000.0,68392000.0,1732972000.0,1732972000.0,-51902000.0,,267842000.0,,,364774000.0,4269174000.0,,5513371000.0,5861214000.0,,-354252000.0,,2720108000.0,216907000.0,-184174000.0,,147336000.0,,104463000.0,,146883000.0,1283495000.0,2501579000.0,-206854000.0,4473282000.0,-4082000.0,531131000.0,-643636000.0,847972000.0,71121000.0,15301849000.0,237000.0,5156324000.0,14423872000.0,6283091000.0,27843000.0,-457736000.0,"AutoZone, Inc.",USD,Consumer Cyclical,Specialty Retail,-90.048,35.144,2020,8306275000.0,528781000.0,364774000.0,2262372000.0,-643636000.0,2720108000.0,
AZO,2021-08-28,46007000.0,7717785000.0,-238337000.0,6415303000.0,,,2749190000.0,-1797536000.0,578876000.0,14629585000.0,21680000.0,,-601778000.0,-2843606000.0,-419829000.0,1171335000.0,407683000.0,11642058000.0,-2100181000.0,302645000.0,7575603000.0,,2987527000.0,,2170314000.0,-579480000.0,-11039000.0,-3378321000.0,187757000.0,2170314000.0,2170314000.0,-9995000.0,,-309853000.0,,,378392000.0,4730258000.0,,5269820000.0,6911800000.0,,-307986000.0,,3518543000.0,246266000.0,-138517000.0,,154737000.0,,-3815000.0,,179756000.0,1465669000.0,2987527000.0,-200754000.0,4639813000.0,4172000.0,1029912000.0,-3500417000.0,855197000.0,67911000.0,16313735000.0,230000.0,6013924000.0,14516199000.0,7369754000.0,41043000.0,-621767000.0,"AutoZone, Inc.",USD,Consumer Cyclical,Specialty Retail,-90.048,35.144,2021,8229162000.0,-954451000.0,378392000.0,2896776000.0,-3500417000.0,3518543000.0,
BA,2018-12-31,927000000.0,19637000000.0,-239000000.0,87830000000.0,,-11000000.0,11604000000.0,339000000.0,1144000000.0,101127000000.0,464000000.0,2690000000.0,-4621000000.0,-67431000000.0,55941000000.0,7637000000.0,2114000000.0,89284000000.0,-10930000000.0,7840000000.0,12645000000.0,35000000.0,11843000000.0,-3946000000.0,10460000000.0,-1074000000.0,-2621000000.0,-9257000000.0,81000000.0,10460000000.0,10460000000.0,291000000.0,,1365000000.0,,,13904000000.0,4525000000.0,71000000.0,8501000000.0,81490000000.0,,-15083000000.0,3269000000.0,15322000000.0,54936000000.0,568000000.0,,2110000000.0,,1879000000.0,3429000000.0,2335000000.0,6768000000.0,11843000000.0,-475000000.0,62567000000.0,-53000000.0,2638000000.0,-11722000000.0,24702000000.0,1087000000.0,116949000000.0,5061000000.0,12916000000.0,117359000000.0,81590000000.0,284000000.0,-1722000000.0,The Boeing Company,USD,Industrials,Aerospace & Defense,,,2018,13847000000.0,6240000000.0,3936000000.0,13531000000.0,-11722000000.0,15322000000.0,120000000.0
BA,2019-12-31,545000000.0,4759000000.0,-157000000.0,102229000000.0,,-13000000.0,-2259000000.0,-8617000000.0,-1623000000.0,76559000000.0,548000000.0,6840000000.0,-1530000000.0,-71067000000.0,50644000000.0,9485000000.0,2271000000.0,78661000000.0,-20015000000.0,8060000000.0,13684000000.0,-8000000.0,-2102000000.0,-4630000000.0,-636000000.0,1758000000.0,1585000000.0,-2899000000.0,58000000.0,-636000000.0,-636000000.0,101000000.0,,13218000000.0,,,12309000000.0,3642000000.0,317000000.0,18233000000.0,71800000000.0,,-16153000000.0,3219000000.0,-2446000000.0,63717000000.0,-12391000000.0,,3086000000.0,,6316000000.0,3338000000.0,3106000000.0,6745000000.0,-2102000000.0,-722000000.0,76622000000.0,-5000000.0,2337000000.0,5739000000.0,23673000000.0,1092000000.0,141925000000.0,5061000000.0,15553000000.0,133625000000.0,97312000000.0,683000000.0,-1834000000.0,The Boeing Company,USD,Industrials,Aerospace & Defense,,,2019,27302000000.0,4917000000.0,3337000000.0,-4407000000.0,5739000000.0,-2446000000.0,334000000.0
BA,2020-12-31,17838000000.0,-1444000000.0,-6063000000.0,121642000000.0,,-18000000.0,-14476000000.0,-18316000000.0,-2535000000.0,58158000000.0,8552000000.0,793000000.0,-18366000000.0,-69774000000.0,38610000000.0,7752000000.0,2246000000.0,66571000000.0,-29240000000.0,8081000000.0,13072000000.0,,-8413000000.0,-1158000000.0,-11873000000.0,-1736000000.0,1828000000.0,-173000000.0,36000000.0,-11873000000.0,-11941000000.0,-17341000000.0,,36250000000.0,,,9950000000.0,4493000000.0,241000000.0,60987000000.0,59602000000.0,,-17133000000.0,2476000000.0,-18410000000.0,60252000000.0,-11002000000.0,,3546000000.0,,838000000.0,2843000000.0,4286000000.0,7787000000.0,-8413000000.0,-2156000000.0,81715000000.0,85000000.0,-6423000000.0,34955000000.0,19957000000.0,1016000000.0,170211000000.0,5061000000.0,12928000000.0,152136000000.0,87280000000.0,86000000.0,-1303000000.0,The Boeing Company,USD,Industrials,Aerospace & Defense,,,2020,63851000000.0,34362000000.0,2385000000.0,-19713000000.0,34955000000.0,-18410000000.0,296000000.0
BA,2021-12-31,8192000000.0,5372000000.0,-4528000000.0,108666000000.0,,5000000.0,-5033000000.0,-14999000000.0,-743000000.0,62286000000.0,5619000000.0,996000000.0,9324000000.0,-63520000000.0,34408000000.0,8052000000.0,2144000000.0,62791000000.0,-25629000000.0,8068000000.0,12355000000.0,,-505000000.0,,-4202000000.0,269000000.0,-1299000000.0,-66000000.0,42000000.0,-4202000000.0,-4290000000.0,9776000000.0,,-5576000000.0,,,11261000000.0,3628000000.0,153000000.0,55426000000.0,56914000000.0,,-11659000000.0,2249000000.0,-3416000000.0,59839000000.0,-1127000000.0,,4231000000.0,,-4006000000.0,2562000000.0,2221000000.0,9052000000.0,-505000000.0,-2682000000.0,78823000000.0,-39000000.0,-1278000000.0,-5600000000.0,13329000000.0,975000000.0,153398000000.0,5061000000.0,9261000000.0,138552000000.0,81992000000.0,77000000.0,-980000000.0,The Boeing Company,USD,Industrials,Aerospace & Defense,,,2021,58370000000.0,26674000000.0,3026000000.0,-4396000000.0,-5600000000.0,-3416000000.0,529000000.0
BABA,2019-03-31,13189000000.0,172758000000.0,35181000000.0,270273000000.0,,-8000000.0,96787000000.0,492257000000.0,16553000000.0,376844000000.0,-6241000000.0,15110000000.0,-151060000000.0,-2481000000.0,262954000000.0,189976000000.0,36936000000.0,315238000000.0,152627000000.0,264935000000.0,92030000000.0,7357000000.0,61606000000.0,,87886000000.0,-4232000000.0,,-10872000000.0,354000000.0,87600000000.0,80234000000.0,-65965000000.0,,-4231000000.0,,,29430000000.0,62990000000.0,116326000000.0,111834000000.0,204086000000.0,,-2481000000.0,37435000000.0,150975000000.0,112478000000.0,,281000000.0,21599000000.0,,20551000000.0,74695000000.0,22095000000.0,231783000000.0,61606000000.0,-5190000000.0,8534000000.0,3245000000.0,8639000000.0,-7392000000.0,36990000000.0,241544000000.0,356493000000.0,1000000.0,51958000000.0,965076000000.0,207669000000.0,2533000000.0,-35482000000.0,Alibaba Group Holding Limited,USD,Consumer Cyclical,Internet Retail,120.0491633,30.2891555,2019,134300000000.0,62604000000.0,13771000000.0,101332000000.0,-7392000000.0,150975000000.0,
BABA,2020-03-31,32712000000.0,229998000000.0,65378000000.0,462923000000.0,,-228000000.0,160912000000.0,755401000000.0,20562000000.0,509711000000.0,-32671000000.0,,-108072000000.0,-694000000.0,412387000000.0,330503000000.0,42427000000.0,414177000000.0,417672000000.0,276782000000.0,138047000000.0,-4631000000.0,95534000000.0,,149433000000.0,147488000000.0,,-773000000.0,91506000000.0,149263000000.0,140350000000.0,-60463000000.0,,-16022000000.0,,,43625000000.0,78870000000.0,115147000000.0,120276000000.0,279713000000.0,,-694000000.0,43080000000.0,180607000000.0,144440000000.0,,,23325000000.0,,10966000000.0,60947000000.0,33677000000.0,343707000000.0,95534000000.0,-5180000000.0,14859000000.0,4100000000.0,7914000000.0,70853000000.0,61198000000.0,350961000000.0,442437000000.0,1000000.0,67173000000.0,1312985000000.0,241872000000.0,7590000000.0,-32550000000.0,Alibaba Group Holding Limited,USD,Consumer Cyclical,Internet Retail,120.0491633,30.2891555,2020,147287000000.0,221051000000.0,19786000000.0,135221000000.0,70853000000.0,180607000000.0,
BABA,2021-03-31,162183000000.0,297772000000.0,62968000000.0,643360000000.0,,-932000000.0,172562000000.0,937470000000.0,29278000000.0,717289000000.0,-17209000000.0,9831000000.0,-244194000000.0,-19110000000.0,562271000000.0,321262000000.0,47909000000.0,607695000000.0,573866000000.0,292771000000.0,219452000000.0,-669000000.0,109594000000.0,,150578000000.0,10487000000.0,,-773000000.0,175000000.0,150308000000.0,143284000000.0,-181183000000.0,,31349000000.0,,,56923000000.0,118515000000.0,137491000000.0,135716000000.0,419517000000.0,,-19110000000.0,57236000000.0,231786000000.0,232691000000.0,,,26392000000.0,,32320000000.0,70833000000.0,56602000000.0,394308000000.0,109594000000.0,-4476000000.0,27858000000.0,-7187000000.0,14162000000.0,30082000000.0,73966000000.0,437410000000.0,615257000000.0,1000000.0,94368000000.0,1690218000000.0,377358000000.0,11041000000.0,-41450000000.0,Alibaba Group Holding Limited,USD,Consumer Cyclical,Internet Retail,120.0491633,30.2891555,2021,181439000000.0,266002000000.0,27076000000.0,188601000000.0,30082000000.0,231786000000.0,
BAK,2018-12-31,49630000.0,11446934000.0,-3752808000.0,21383867000.0,,39624000.0,3652501000.0,6787645000.0,745291000.0,57999866000.0,3297636000.0,11269760000.0,-2488317000.0,-5928797000.0,4673220000.0,5547637000.0,2959797000.0,50594557000.0,4046663000.0,2058874000.0,31759890000.0,-37618000.0,7405309000.0,-1499900000.0,2866675000.0,1772544000.0,223418000.0,,,2866675000.0,2907210000.0,2254000.0,427013000.0,-3103500000.0,,,4724826000.0,3482364000.0,-876400000.0,26611327000.0,46552932000.0,,-5878978000.0,219256000.0,9250370000.0,2417950000.0,-1537290000.0,,3196625000.0,,-68997000.0,682108000.0,6714000.0,,7405309000.0,-2174762000.0,8486577000.0,-386109000.0,1343375000.0,-4603400000.0,3464490000.0,112618000.0,53282737000.0,8043222000.0,8341252000.0,59193982000.0,23116130000.0,1104158000.0,-2706328000.0,Braskem S.A.,USD,Basic Materials,Chemicals,,,2018,37881087000.0,-1732263000.0,3075218000.0,6544042000.0,-4603400000.0,9250370000.0,95133000.0
BAK,2019-12-31,38759000.0,6644022000.0,-6509489000.0,23389554000.0,,3513000.0,-4802969000.0,4885298000.0,-1905996000.0,52323525000.0,1245571000.0,1571766000.0,-2666419000.0,-5063179000.0,1905255000.0,6803880000.0,3599518000.0,50617005000.0,2123210000.0,2058874000.0,34920835000.0,-37618000.0,1706520000.0,-668904000.0,-2797570000.0,1256243000.0,895046000.0,,,-2797570000.0,-2896973000.0,,675068000.0,2305672000.0,,,3966768000.0,4007635000.0,-940592000.0,40124097000.0,45679503000.0,,-5013455000.0,247730000.0,2265275000.0,3904505000.0,867817000.0,,6992717000.0,,-2950933000.0,703214000.0,3191222000.0,,1706520000.0,-2794668000.0,7625084000.0,20619000.0,282445000.0,1636768000.0,5843469000.0,63843000.0,64184331000.0,8043222000.0,9116989000.0,68129037000.0,16216160000.0,2662596000.0,-2682522000.0,Braskem S.A.,USD,Basic Materials,Chemicals,,,2019,44346052000.0,7173394000.0,2285750000.0,-417247000.0,1636768000.0,2265275000.0,12590000.0
BAK,2020-12-31,53941000.0,11212080000.0,-16267975000.0,34190244000.0,,4822000.0,-9683784000.0,-2202306000.0,-2668478000.0,58543494000.0,11310129000.0,9087333000.0,-2721827000.0,-5715981000.0,-4529547000.0,13862852000.0,4002006000.0,51959303000.0,-5030997000.0,2058874000.0,38831544000.0,-37618000.0,6584191000.0,-2380000.0,-6691720000.0,7058972000.0,-2187826000.0,,,-6691720000.0,-7015306000.0,,551187000.0,2213220000.0,,,7472725000.0,3770802000.0,-1664212000.0,48318411000.0,47331414000.0,,-5666277000.0,250648000.0,6292991000.0,6691162000.0,-252534000.0,,10190287000.0,,913841000.0,769817000.0,1821648000.0,,6584191000.0,-3265238000.0,8383650000.0,1314586000.0,-3001564000.0,2173222000.0,10932075000.0,43153000.0,89950437000.0,8043222000.0,9946315000.0,86083919000.0,28387174000.0,8529972000.0,-2759789000.0,Braskem S.A.,USD,Basic Materials,Chemicals,,,2020,60457855000.0,5803070000.0,4731979000.0,3533202000.0,2173222000.0,6292991000.0,33140000.0
BATS.L,2018-12-31,227840318.37948415,25465635585.16763,-2151683006.718612,16198422635.350409,,66560093.00973696,10689294937.006023,83653236895.35286,2740483829.497054,31349803807.586105,2397443350.139179,4362246095.715068,-1306881826.210412,26688037293.32722,56062798341.02824,3330564654.064145,1024001430.91903,18508825863.86147,-75083624920.34923,59088722569.39398,6612489240.1596365,-2123522967.3683383,12840977943.724636,-4279045979.4528966,7720970789.129486,-632320883.592501,642560897.9016913,-177920248.62218148,2151683006.718612,7720970789.129486,7948811107.50897,-236800330.9000257,7760650844.577599,-4460806233.441025,,,4687366550.03186,3840005365.9463625,312320436.43030417,55394637407.35358,5884168222.418476,,33397806669.424164,,13177618414.139269,10918415257.174158,-245760343.4205672,,3496964886.588488,,1480962069.4666471,99648139246.3081,235520329.1113769,116480162.76703969,12840977943.724636,-2091522922.652119,7717130783.76354,-176640246.8335327,157440220.00380087,-12326417224.687824,26932517634.95914,2273283176.640247,103237264261.6793,785921098.2303555,4552966362.223738,187318021754.4409,20901149206.84605,440320615.2951829,-970241355.795781,British American Tobacco p.l.c.,GBp,Consumer Defensive,Tobacco,-0.1257,51.5085,2018,60811604976.915245,-4702726571.4956455,4592646417.67185,11970576727.44346,-12326417224.687824,13177618414.139269,48640067.968653925
