ticker,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,longitude,latitude,date2,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE
GLT,2018-12-31,,130407000.0,-9683000.0,469286000.0,,-68000.0,7275000.0,538898000.0,7723000.0,866286000.0,519532000.0,10785000.0,-217640000.0,-294190000.0,770305000.0,142685000.0,47525000.0,849328000.0,291821000.0,153463000.0,556044000.0,-2151000.0,16958000.0,-22760000.0,-177604000.0,26466000.0,-621000.0,,,-177604000.0,-448000.0,,,-66515000.0,,,119772000.0,112754000.0,,400962000.0,735879000.0,-177156000.0,-137440000.0,,341096000.0,7866000.0,-32138000.0,,67347000.0,,-30531000.0,93614000.0,4484000.0,62239000.0,16958000.0,-15609000.0,173411000.0,-5564000.0,13774000.0,-91426000.0,167092000.0,,800856000.0,544000.0,120701000.0,1339754000.0,232802000.0,59000.0,-42129000.0,Glatfelter Corporation,USD,Basic Materials,Paper & Paper Products,-80.8559,35.1796,2018,411747000.0,236484000.0,119772000.0,-48081000.0,-91426000.0,-5952000.0,3462000.0
GLT,2019-12-31,,147542000.0,-84832000.0,477332000.0,,-163000.0,-34453000.0,555959000.0,-9242000.0,927673000.0,31045000.0,22940000.0,-27113000.0,-230280000.0,725795000.0,126201000.0,50820000.0,877294000.0,321408000.0,150816000.0,549122000.0,-3760000.0,50379000.0,-22936000.0,-21541000.0,-16484000.0,-5473000.0,,,-21541000.0,-25211000.0,,,-46078000.0,,,124442000.0,96443000.0,,336919000.0,780131000.0,3670000.0,-77896000.0,,83672000.0,7827000.0,-17387000.0,,22789000.0,,34199000.0,83735000.0,4880000.0,59900000.0,50379000.0,-10408000.0,190415000.0,-269000.0,10337000.0,-72774000.0,160413000.0,,727835000.0,544000.0,130039000.0,1283794000.0,230503000.0,,-27765000.0,Glatfelter Corporation,USD,Basic Materials,Paper & Paper Products,-80.8559,35.1796,2019,359859000.0,246829000.0,124442000.0,75070000.0,-72774000.0,102835000.0,2198000.0
GLT,2020-12-31,,158980000.0,-28074000.0,452925000.0,,-50000.0,32359000.0,577932000.0,11576000.0,916498000.0,4924000.0,25057000.0,-26773000.0,-209238000.0,723365000.0,99581000.0,52700000.0,856065000.0,331728000.0,164369000.0,555056000.0,-176000.0,60433000.0,-23492000.0,21298000.0,-14536000.0,9563000.0,,,21298000.0,20783000.0,,,-76638000.0,,,122817000.0,98059000.0,,288464000.0,757518000.0,515000.0,-58653000.0,,107380000.0,10769000.0,6860000.0,,32696000.0,,18679000.0,81835000.0,3033000.0,63261000.0,60433000.0,-7022000.0,196230000.0,5163000.0,-7234000.0,-100306000.0,176946000.0,,708949000.0,544000.0,127505000.0,1286881000.0,233343000.0,,-28136000.0,Glatfelter Corporation,USD,Basic Materials,Paper & Paper Products,-80.8559,35.1796,2020,313521000.0,219582000.0,122817000.0,80857000.0,-100306000.0,108993000.0,1413000.0
GLW,2018-12-31,,4558000000.0,-101000000.0,7034000000.0,,246000000.0,1503000000.0,11492000000.0,437000000.0,11290000000.0,735000000.0,4000000.0,-2887000000.0,-19880000000.0,16303000000.0,2355000000.0,1293000000.0,9686000000.0,8264000000.0,1936000000.0,14895000000.0,-20000000.0,1604000000.0,-685000000.0,1066000000.0,-1962000000.0,-154000000.0,-2227000000.0,81000000.0,968000000.0,1066000000.0,,,856000000.0,,,1940000000.0,1873000000.0,94000000.0,5994000000.0,6732000000.0,,-1010000000.0,987000000.0,2919000000.0,392000000.0,-346000000.0,,1972000000.0,,-20000000.0,1292000000.0,702000000.0,14212000000.0,1604000000.0,-191000000.0,2037000000.0,1000000.0,345000000.0,-1995000000.0,4314000000.0,376000000.0,13619000000.0,857000000.0,1456000000.0,27505000000.0,3311000000.0,951000000.0,-2310000000.0,Corning Incorporated,USD,Technology,Electronic Components,-77.0547,42.1429,2018,5998000000.0,3723000000.0,1940000000.0,609000000.0,-1995000000.0,2919000000.0,
GLW,2019-12-31,,4423000000.0,-444000000.0,7463000000.0,,18000000.0,1216000000.0,10607000000.0,256000000.0,11503000000.0,117000000.0,2000000.0,-1891000000.0,-20983000000.0,16408000000.0,2434000000.0,1503000000.0,9843000000.0,7487000000.0,1935000000.0,15841000000.0,46000000.0,1660000000.0,-742000000.0,960000000.0,79000000.0,48000000.0,-940000000.0,58000000.0,862000000.0,960000000.0,,,1531000000.0,,,1836000000.0,1649000000.0,90000000.0,7458000000.0,7080000000.0,,-1171000000.0,1001000000.0,2031000000.0,443000000.0,-298000000.0,,2140000000.0,,-300000000.0,1185000000.0,873000000.0,14323000000.0,1660000000.0,-221000000.0,2320000000.0,-14000000.0,1000000.0,-47000000.0,4201000000.0,334000000.0,15901000000.0,859000000.0,1587000000.0,28898000000.0,3521000000.0,1157000000.0,-1987000000.0,Corning Incorporated,USD,Technology,Electronic Components,-77.0547,42.1429,2019,8252000000.0,3942000000.0,1836000000.0,44000000.0,-47000000.0,2031000000.0,78000000.0
GLW,2020-12-31,,3974000000.0,-734000000.0,8004000000.0,,26000000.0,623000000.0,10957000000.0,111000000.0,11303000000.0,-33000000.0,71000000.0,-1310000000.0,-20668000000.0,16120000000.0,2672000000.0,1520000000.0,9946000000.0,7189000000.0,2460000000.0,16422000000.0,17000000.0,1357000000.0,-787000000.0,512000000.0,238000000.0,-274000000.0,-105000000.0,124000000.0,414000000.0,512000000.0,,,22000000.0,,,2133000000.0,1589000000.0,191000000.0,7653000000.0,7329000000.0,,-740000000.0,907000000.0,2180000000.0,796000000.0,423000000.0,,2146000000.0,,-25000000.0,1308000000.0,761000000.0,14642000000.0,1357000000.0,-276000000.0,2438000000.0,97000000.0,57000000.0,-729000000.0,5111000000.0,435000000.0,17327000000.0,863000000.0,1174000000.0,30775000000.0,3767000000.0,1121000000.0,-1377000000.0,Corning Incorporated,USD,Technology,Electronic Components,-77.0547,42.1429,2020,8701000000.0,4237000000.0,2133000000.0,803000000.0,-729000000.0,2180000000.0,37000000.0
GOOGL,2018-12-31,92439000000.0,77270000000.0,2318000000.0,135676000000.0,,98000000.0,34913000000.0,177628000000.0,4177000000.0,136819000000.0,3298000000.0,,-28504000000.0,-2306000000.0,134885000000.0,16701000000.0,9029000000.0,104224000000.0,157520000000.0,17888000000.0,59719000000.0,-4043000000.0,32595000000.0,,30736000000.0,5986000000.0,-2169000000.0,-9075000000.0,,30736000000.0,30736000000.0,-1972000000.0,,-61000000.0,,,21193000000.0,23256000000.0,,3950000000.0,59549000000.0,,-2306000000.0,21419000000.0,47971000000.0,17612000000.0,,,3430000000.0,,7890000000.0,2220000000.0,4236000000.0,,32595000000.0,-114000000.0,1107000000.0,-302000000.0,1438000000.0,-13179000000.0,16532000000.0,13859000000.0,55164000000.0,45049000000.0,4378000000.0,232792000000.0,34620000000.0,737000000.0,-25139000000.0,Alphabet Inc.,USD,Communication Services,Internet Content & Information,-122.0775,37.4056,2018,4012000000.0,101056000000.0,20838000000.0,22832000000.0,-13179000000.0,47971000000.0,98000000.0
GOOGL,2019-12-31,101177000000.0,89961000000.0,3143000000.0,152578000000.0,,589000000.0,39625000000.0,201442000000.0,5282000000.0,161857000000.0,7707000000.0,,-29491000000.0,-1232000000.0,152122000000.0,18498000000.0,11651000000.0,125375000000.0,178839000000.0,20624000000.0,84587000000.0,-4545000000.0,36482000000.0,,34343000000.0,1797000000.0,-4340000000.0,-18396000000.0,,34343000000.0,34343000000.0,-4017000000.0,,-268000000.0,,,27492000000.0,27461000000.0,,3958000000.0,71896000000.0,,-1232000000.0,26018000000.0,54520000000.0,22159000000.0,,,3063000000.0,,7822000000.0,1979000000.0,4412000000.0,,36482000000.0,-100000000.0,999000000.0,-23000000.0,465000000.0,-23209000000.0,14478000000.0,13078000000.0,74467000000.0,50552000000.0,5561000000.0,275909000000.0,45221000000.0,721000000.0,-23548000000.0,Alphabet Inc.,USD,Communication Services,Internet Content & Information,-122.0775,37.4056,2019,15967000000.0,107357000000.0,25326000000.0,30972000000.0,-23209000000.0,54520000000.0,
GOOGL,2020-12-31,110229000000.0,97795000000.0,6858000000.0,174296000000.0,,68000000.0,48082000000.0,222544000000.0,7813000000.0,182527000000.0,9349000000.0,999000000.0,-32773000000.0,633000000.0,163401000000.0,26465000000.0,13679000000.0,141303000000.0,199924000000.0,21175000000.0,96960000000.0,-2920000000.0,41224000000.0,,40269000000.0,7967000000.0,-6524000000.0,-31149000000.0,,40269000000.0,40269000000.0,-9822000000.0,,9661000000.0,,,31384000000.0,28998000000.0,,12832000000.0,84732000000.0,,633000000.0,27573000000.0,65124000000.0,27252000000.0,,,4608000000.0,,5813000000.0,1445000000.0,5490000000.0,,41224000000.0,-135000000.0,728000000.0,24000000.0,1329000000.0,-24408000000.0,15160000000.0,21132000000.0,97072000000.0,58510000000.0,5589000000.0,319616000000.0,56834000000.0,1084000000.0,-22281000000.0,Alphabet Inc.,USD,Communication Services,Internet Content & Information,-122.0775,37.4056,2020,26772000000.0,117462000000.0,30930000000.0,42843000000.0,-24408000000.0,65124000000.0,
GTX,2018-12-31,,778000000.0,-137000000.0,1179000000.0,,-4000000.0,396000000.0,-2517000000.0,-810000000.0,3375000000.0,-848000000.0,23000000.0,192000000.0,73000000.0,-2595000000.0,196000000.0,72000000.0,2842000000.0,-2710000000.0,193000000.0,438000000.0,-1790000000.0,533000000.0,,1206000000.0,-104000000.0,-30000000.0,-4000000.0,,1206000000.0,1206000000.0,291000000.0,2000000.0,1132000000.0,,,750000000.0,245000000.0,,1569000000.0,2597000000.0,,73000000.0,,373000000.0,373000000.0,2000000.0,,275000000.0,,-94000000.0,,61000000.0,5000000.0,533000000.0,-19000000.0,172000000.0,-11000000.0,63000000.0,-658000000.0,1632000000.0,39000000.0,4641000000.0,,916000000.0,2124000000.0,1440000000.0,183000000.0,-95000000.0,Garrett Motion Inc.,USD,Consumer Cyclical,Auto Parts,6.32695,46.468,2018,1592000000.0,-303000000.0,593000000.0,278000000.0,-658000000.0,373000000.0,
GTX,2019-12-31,,695000000.0,-138000000.0,1199000000.0,,16000000.0,346000000.0,-2133000000.0,33000000.0,3248000000.0,33000000.0,4000000.0,-86000000.0,130000000.0,-2282000000.0,187000000.0,73000000.0,2764000000.0,-2326000000.0,193000000.0,506000000.0,-17000000.0,484000000.0,,313000000.0,-9000000.0,32000000.0,-4000000.0,,313000000.0,313000000.0,,2000000.0,-163000000.0,,,753000000.0,211000000.0,,1411000000.0,2553000000.0,,130000000.0,,242000000.0,256000000.0,-60000000.0,,341000000.0,,-245000000.0,,27000000.0,19000000.0,484000000.0,-68000000.0,220000000.0,-2000000.0,87000000.0,-163000000.0,1577000000.0,36000000.0,4408000000.0,,1009000000.0,2275000000.0,1392000000.0,268000000.0,-102000000.0,Garrett Motion Inc.,USD,Consumer Cyclical,Auto Parts,6.32695,46.468,2019,1449000000.0,-193000000.0,574000000.0,140000000.0,-163000000.0,242000000.0,
GTX,2020-12-31,,549000000.0,-165000000.0,1879000000.0,,1000000.0,119000000.0,-2308000000.0,39000000.0,3034000000.0,37000000.0,,-80000000.0,-129000000.0,-2207000000.0,592000000.0,86000000.0,2750000000.0,-2501000000.0,193000000.0,541000000.0,-17000000.0,284000000.0,,80000000.0,506000000.0,-162000000.0,-4000000.0,,80000000.0,80000000.0,,2000000.0,547000000.0,,,863000000.0,263000000.0,,1533000000.0,2485000000.0,,-129000000.0,,25000000.0,205000000.0,-14000000.0,,374000000.0,,-50000000.0,,127000000.0,28000000.0,284000000.0,-79000000.0,235000000.0,31000000.0,41000000.0,530000000.0,1760000000.0,30000000.0,5325000000.0,,1101000000.0,3017000000.0,1998000000.0,275000000.0,-80000000.0,Garrett Motion Inc.,USD,Consumer Cyclical,Auto Parts,6.32695,46.468,2020,1672000000.0,42000000.0,625000000.0,-55000000.0,530000000.0,25000000.0,
GTX,2021-12-31,,723000000.0,18000000.0,1511000000.0,,1000000.0,538000000.0,-468000000.0,43000000.0,3633000000.0,-469000000.0,207000000.0,-71000000.0,-4000000.0,-1790000000.0,423000000.0,92000000.0,3113000000.0,-661000000.0,193000000.0,536000000.0,-76000000.0,520000000.0,,495000000.0,-229000000.0,18000000.0,-4000000.0,,118000000.0,495000000.0,,,-866000000.0,,,762000000.0,203000000.0,,1376000000.0,2910000000.0,,-4000000.0,,-310000000.0,165000000.0,-31000000.0,,438000000.0,,-366000000.0,,69000000.0,1326000000.0,520000000.0,-93000000.0,244000000.0,13000000.0,-75000000.0,139000000.0,248000000.0,28000000.0,3174000000.0,,1006000000.0,2706000000.0,1508000000.0,289000000.0,-72000000.0,Garrett Motion Inc.,USD,Consumer Cyclical,Auto Parts,6.32695,46.468,2021,1239000000.0,3000000.0,553000000.0,-382000000.0,139000000.0,-310000000.0,
HBM,2018-12-31,,706407000.0,-130524000.0,772392000.0,,3536000.0,170837000.0,2178856000.0,85421000.0,1472366000.0,78108000.0,,-202136000.0,-41254000.0,442770000.0,515497000.0,336035000.0,1171005000.0,2174694000.0,,3819812000.0,-95394000.0,301361000.0,-4045000.0,85416000.0,158998000.0,16198000.0,,11000.0,85416000.0,85416000.0,53000.0,16520000.0,-20926000.0,,,119161000.0,27243000.0,,981030000.0,765959000.0,,-41254000.0,,479552000.0,107807000.0,-32000.0,,74110000.0,,-18358000.0,4162000.0,10366000.0,,301361000.0,-65855000.0,118474000.0,1936000.0,-19608000.0,-120354000.0,1144822000.0,15159000.0,2506779000.0,1777340000.0,61395000.0,4685635000.0,327164000.0,15513000.0,-190899000.0,Hudbay Minerals Inc.,USD,Basic Materials,Copper,-79.3936,43.623,2018,1055265000.0,445228000.0,102112000.0,288653000.0,-120354000.0,479552000.0,4224000.0
HBM,2019-12-31,,496097000.0,-512638000.0,663035000.0,,11520000.0,-452763000.0,1848123000.0,-108953000.0,1237439000.0,230296000.0,,-292370000.0,-24250000.0,95033000.0,396146000.0,419192000.0,1177564000.0,1843096000.0,,3662559000.0,-100899000.0,59875000.0,-3927000.0,-343810000.0,-119351000.0,3252000.0,,,-343810000.0,-343810000.0,,24494000.0,-32952000.0,,,113283000.0,36170000.0,,985255000.0,741342000.0,,-24250000.0,,310856000.0,144285000.0,-11759000.0,5384000.0,119149000.0,,6466000.0,5027000.0,2049000.0,,59875000.0,-69597000.0,138820000.0,-59000.0,5613000.0,-137778000.0,1186762000.0,11287000.0,2612934000.0,1777340000.0,68742000.0,4461057000.0,391751000.0,75046000.0,-259202000.0,Hudbay Minerals Inc.,USD,Basic Materials,Copper,-79.3936,43.623,2019,1067202000.0,271284000.0,87332000.0,51654000.0,-137778000.0,310856000.0,
HBM,2020-12-31,,400827000.0,-143447000.0,755675000.0,,2167000.0,-179089000.0,1699806000.0,-34505000.0,1092418000.0,-41186000.0,,-359018000.0,-24200000.0,-53334000.0,439135000.0,422678000.0,1128060000.0,1694397000.0,,3731655000.0,1856000.0,-35642000.0,-3783000.0,-144584000.0,42989000.0,-37720000.0,,,-144584000.0,-144584000.0,,15560000.0,164020000.0,,,153645000.0,41408000.0,,1135675000.0,691591000.0,,-24200000.0,,239480000.0,153445000.0,-2867000.0,15764000.0,158237000.0,,1957000.0,5409000.0,3073000.0,,-35642000.0,-86353000.0,143105000.0,434000.0,36247000.0,162093000.0,1352336000.0,15669000.0,2966839000.0,1777340000.0,104598000.0,4666645000.0,448787000.0,101899000.0,-361185000.0,Hudbay Minerals Inc.,USD,Basic Materials,Copper,-79.3936,43.623,2020,1199189000.0,306888000.0,107787000.0,-121705000.0,162093000.0,239480000.0,
HCC,2018-12-31,17501000.0,651190000.0,-50382000.0,469169000.0,,-8937000.0,470973000.0,712612000.0,-225814000.0,1378007000.0,-237175000.0,760000.0,-107629000.0,-38030000.0,510282000.0,205577000.0,97809000.0,856652000.0,712612000.0,,660742000.0,-8651000.0,521355000.0,-10635000.0,696787000.0,170141000.0,-20653000.0,-38030000.0,,696787000.0,696787000.0,-6670000.0,33899000.0,125690000.0,,,161440000.0,36626000.0,,468231000.0,726817000.0,,,,559396000.0,6142000.0,-1812000.0,,265129000.0,,11380000.0,,23262000.0,239827000.0,521355000.0,-37314000.0,56719000.0,,5060000.0,-281626000.0,89765000.0,,682428000.0,533000.0,33588000.0,1395040000.0,124432000.0,222780000.0,-101620000.0,"Warrior Met Coal, Inc.",USD,Basic Materials,Coking Coal,-87.309,33.2775,2018,468991000.0,344737000.0,138399000.0,457776000.0,-281626000.0,559396000.0,2928000.0
HCC,2019-12-31,14675000.0,517736000.0,-16276000.0,444046000.0,,-23392000.0,367116000.0,765582000.0,65417000.0,1268309000.0,72968000.0,,-134213000.0,-50576000.0,571693000.0,193383000.0,100530000.0,884917000.0,765582000.0,,716330000.0,-1138000.0,383392000.0,-10394000.0,301699000.0,-13022000.0,38928000.0,-12546000.0,,301699000.0,301699000.0,-6670000.0,33899000.0,-157545000.0,,,114243000.0,37014000.0,,339189000.0,750573000.0,,,,532814000.0,4315000.0,-30491000.0,2723000.0,183888000.0,,12615000.0,,20213000.0,243932000.0,383392000.0,-29335000.0,97901000.0,,13409000.0,-411623000.0,85013000.0,,578682000.0,533000.0,46436000.0,1344264000.0,128952000.0,154297000.0,-107278000.0,"Warrior Met Coal, Inc.",USD,Basic Materials,Coking Coal,-87.309,33.2775,2019,374863000.0,315094000.0,99471000.0,425536000.0,-411623000.0,532814000.0,3127000.0
HCC,2020-12-31,8504000.0,123832000.0,-28766000.0,467483000.0,,-27093000.0,-55905000.0,725241000.0,-20144000.0,782738000.0,-12846000.0,,-108189000.0,-50576000.0,525537000.0,211916000.0,121096000.0,809877000.0,725241000.0,,737963000.0,-1272000.0,-27139000.0,-10395000.0,-35761000.0,18533000.0,16173000.0,,,-35761000.0,-35761000.0,6233000.0,33899000.0,25763000.0,,,88440000.0,32879000.0,,379908000.0,658906000.0,,,,112626000.0,8315000.0,-13465000.0,2667000.0,188490000.0,,-3752000.0,,36078000.0,249746000.0,-27139000.0,-32310000.0,118713000.0,,15361000.0,14096000.0,94378000.0,,668695000.0,534000.0,59110000.0,1393936000.0,170318000.0,174372000.0,-87488000.0,"Warrior Met Coal, Inc.",USD,Basic Materials,Coking Coal,-87.309,33.2775,2020,418384000.0,297165000.0,83298000.0,25138000.0,14096000.0,112626000.0,159000.0
HCC,2021-12-31,8505000.0,476035000.0,-65148000.0,627201000.0,,-13462000.0,199977000.0,871983000.0,49096000.0,1059216000.0,69929000.0,,-71146000.0,-50576000.0,665963000.0,395839000.0,144655000.0,794091000.0,871983000.0,,696592000.0,-14394000.0,265125000.0,-10455000.0,150881000.0,183923000.0,-38852000.0,,,150881000.0,150881000.0,,33899000.0,-71625000.0,,,130141000.0,35593000.0,,339806000.0,583181000.0,,,,351543000.0,7230000.0,45693000.0,5004000.0,140418000.0,,-2182000.0,,30814000.0,256059000.0,265125000.0,-35389000.0,59619000.0,,-20322000.0,-96474000.0,101860000.0,,592228000.0,537000.0,33829000.0,1464211000.0,122128000.0,125276000.0,-57893000.0,"Warrior Met Coal, Inc.",USD,Basic Materials,Coking Coal,-87.309,33.2775,2021,391862000.0,505073000.0,122150000.0,293650000.0,-96474000.0,351543000.0,209000.0
HII,2018-12-31,,1791000000.0,-37000000.0,1745000000.0,,61000000.0,971000000.0,1516000000.0,135000000.0,8176000000.0,37000000.0,,-476000000.0,-3048000000.0,2609000000.0,240000000.0,203000000.0,7168000000.0,-239000000.0,1263000000.0,2517000000.0,-28000000.0,1008000000.0,-132000000.0,836000000.0,-461000000.0,-47000000.0,-767000000.0,,836000000.0,836000000.0,-10000000.0,-14000000.0,400000000.0,,,1349000000.0,797000000.0,,1283000000.0,6385000000.0,,-1288000000.0,,914000000.0,634000000.0,40000000.0,,366000000.0,,-494000000.0,492000000.0,1000000.0,1954000000.0,1008000000.0,-58000000.0,128000000.0,,335000000.0,-899000000.0,1755000000.0,,4867000000.0,1000000.0,562000000.0,6383000000.0,1829000000.0,163000000.0,-463000000.0,"Huntington Ingalls Industries, Inc.",USD,Industrials,Aerospace & Defense,-76.4165,36.9864,2018,1283000000.0,-84000000.0,261000000.0,451000000.0,-899000000.0,914000000.0,
HII,2019-12-31,,1531000000.0,-72000000.0,1785000000.0,,98000000.0,683000000.0,1588000000.0,134000000.0,8899000000.0,156000000.0,,-627000000.0,-3383000000.0,3009000000.0,75000000.0,227000000.0,8144000000.0,-277000000.0,1373000000.0,3033000000.0,-28000000.0,755000000.0,-149000000.0,549000000.0,-165000000.0,-19000000.0,-285000000.0,,549000000.0,549000000.0,-22000000.0,-1000000.0,400000000.0,,,1455000000.0,776000000.0,,1286000000.0,7368000000.0,,-1409000000.0,,896000000.0,704000000.0,-11000000.0,,348000000.0,,-13000000.0,492000000.0,95000000.0,1961000000.0,755000000.0,-70000000.0,136000000.0,,4000000.0,-434000000.0,2103000000.0,,5443000000.0,1000000.0,497000000.0,7031000000.0,1890000000.0,108000000.0,-530000000.0,"Huntington Ingalls Industries, Inc.",USD,Industrials,Aerospace & Defense,-76.4165,36.9864,2019,1450000000.0,-105000000.0,318000000.0,366000000.0,-434000000.0,896000000.0,
HII,2020-12-31,,1670000000.0,-76000000.0,2444000000.0,,11000000.0,810000000.0,1901000000.0,114000000.0,9361000000.0,74000000.0,,-759000000.0,-3605000000.0,3533000000.0,512000000.0,247000000.0,8475000000.0,-228000000.0,1617000000.0,3170000000.0,-28000000.0,886000000.0,-172000000.0,696000000.0,437000000.0,-48000000.0,-97000000.0,,696000000.0,696000000.0,-22000000.0,-1000000.0,400000000.0,,,1617000000.0,785000000.0,,1686000000.0,7691000000.0,,-1547000000.0,,1093000000.0,917000000.0,11000000.0,,414000000.0,,-238000000.0,512000000.0,133000000.0,1972000000.0,886000000.0,-114000000.0,137000000.0,,344000000.0,103000000.0,2187000000.0,,6256000000.0,1000000.0,460000000.0,8157000000.0,2226000000.0,133000000.0,-353000000.0,"Huntington Ingalls Industries, Inc.",USD,Industrials,Aerospace & Defense,-76.4165,36.9864,2020,1843000000.0,218000000.0,397000000.0,740000000.0,103000000.0,1093000000.0,
HII,2021-12-31,,1368000000.0,-46000000.0,2790000000.0,,22000000.0,622000000.0,2808000000.0,78000000.0,9524000000.0,129000000.0,,-1954000000.0,-3082000000.0,3891000000.0,627000000.0,293000000.0,8856000000.0,-979000000.0,2628000000.0,3348000000.0,-22000000.0,668000000.0,-186000000.0,544000000.0,115000000.0,-68000000.0,-108000000.0,,544000000.0,544000000.0,-22000000.0,-1000000.0,1625000000.0,,,1952000000.0,701000000.0,,3298000000.0,8156000000.0,,-923000000.0,,760000000.0,983000000.0,-25000000.0,,702000000.0,,-166000000.0,1159000000.0,,1998000000.0,668000000.0,-89000000.0,161000000.0,,45000000.0,1309000000.0,1900000000.0,,7819000000.0,1000000.0,603000000.0,10627000000.0,2427000000.0,,-331000000.0,"Huntington Ingalls Industries, Inc.",USD,Industrials,Aerospace & Defense,-76.4165,36.9864,2021,3492000000.0,363000000.0,433000000.0,429000000.0,1309000000.0,760000000.0,
HLF,2018-12-31,,2608500000.0,-276200000.0,1805000000.0,,100000.0,464200000.0,-723400000.0,167600000.0,4891800000.0,172200000.0,678900000.0,-83900000.0,-538700000.0,-526300000.0,1198900000.0,100400000.0,4208700000.0,-1126400000.0,92900000.0,360000000.0,29000000.0,683100000.0,,296600000.0,-80500000.0,2800000.0,-750300000.0,,296600000.0,296600000.0,,-29800000.0,128200000.0,,,70500000.0,1955200000.0,,1774900000.0,2283300000.0,,-209800000.0,,648400000.0,105600000.0,-83300000.0,,221800000.0,,138000000.0,310100000.0,6600000.0,341500000.0,683100000.0,-181000000.0,381800000.0,-51900000.0,21700000.0,-593100000.0,149500000.0,,3513200000.0,100000.0,81100000.0,2789800000.0,1588800000.0,79100000.0,-84000000.0,Herbalife Nutrition Ltd.,USD,Consumer Defensive,Packaged Foods,,,2018,2453800000.0,216200000.0,70500000.0,564400000.0,-593100000.0,648400000.0,
HLF,2019-12-31,,2470900000.0,-129700000.0,1488200000.0,,-1900000.0,451400000.0,-390000000.0,140400000.0,4877100000.0,111000000.0,23500000.0,-108000000.0,-541400000.0,-215300000.0,839400000.0,97700000.0,4296000000.0,-791600000.0,91500000.0,561000000.0,3200000.0,581100000.0,,311000000.0,-367500000.0,-14400000.0,-16700000.0,,311000000.0,311000000.0,,-31500000.0,-699500000.0,,,79700000.0,1921300000.0,,1778400000.0,2406200000.0,,-212500000.0,,457500000.0,81300000.0,-68600000.0,,227800000.0,,20700000.0,310100000.0,5700000.0,366600000.0,581100000.0,-153000000.0,436200000.0,-4000000.0,100000.0,-713000000.0,155400000.0,,3068600000.0,100000.0,81600000.0,2678600000.0,964400000.0,79300000.0,-106100000.0,Herbalife Nutrition Ltd.,USD,Consumer Defensive,Packaged Foods,,,2019,2010300000.0,523800000.0,79700000.0,351400000.0,-713000000.0,457500000.0,
HLF,2020-12-31,,2701100000.0,-124200000.0,1775800000.0,,-11200000.0,516400000.0,-856100000.0,143800000.0,5541800000.0,115500000.0,22700000.0,-123200000.0,-511100000.0,-687400000.0,1045400000.0,100300000.0,4901200000.0,-1269900000.0,100500000.0,613000000.0,-4400000.0,640600000.0,,372600000.0,206500000.0,-5800000.0,-923500000.0,,372600000.0,372600000.0,,-14500000.0,607000000.0,,,89200000.0,2075000000.0,,2405200000.0,2840700000.0,,-182200000.0,,628600000.0,91500000.0,-76600000.0,,273500000.0,,117100000.0,313300000.0,11900000.0,342300000.0,640600000.0,-133000000.0,501400000.0,22000000.0,5500000.0,-320900000.0,192700000.0,,3932200000.0,100000.0,88700000.0,3076100000.0,1127300000.0,96000000.0,-112000000.0,Herbalife Nutrition Ltd.,USD,Consumer Defensive,Packaged Foods,,,2020,2670600000.0,648500000.0,83300000.0,516600000.0,-320900000.0,628600000.0,
