ticker,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector
FEMSAUBD.MX,2018-03-31,695374122.5888797,2096613328.301185,-313833441.5625581,8781383758.135683,,13164615.11250486,105495336.87217893,11809965233.694826,30592865.095599547,5846026807.533008,257947831.5300999,6349868545.59363,-1006946800.6271873,541598055.1240004,9746145572.054672,4111252323.102801,222636218.77588627,5426698029.09827,4296617242.553209,1993610797.0897503,5686658311.695941,-90328864.14044936,419328778.434737,,102690.55669196828,-802509213.7550082,174615914.67888358,,,102690.55669196828,74902471.77657938,-830506177.1423259,17094074.839822154,-30998964.177641038,,,2009113269.6735585,1660190475.026626,4029991450.74637,5692616340.751948,3749413479.231823,,541598055.1240004,,673929891.269251,2557336436.9812183,-30932818.48342434,,1595314119.2162695,,-33724065.40665732,5519737194.051866,225917095.8953899,1352531898.7498522,419328778.434737,-131376246.28083108,1739726946.875053,-348164476.07898164,83284119.61777087,-121327828.31809038,1380518116.6297567,5368777209.824523,13105524705.572836,169689707.76630095,2465658910.2877283,28945481390.01403,6032390248.191132,909983751.4454044,-179937982.0296519,"Fomento Económico Mexicano, S.A.B. de C.V.",MXN,Consumer Defensive,Beverages—Brewers
FEMSAUBD.MX,2018-06-30,24627000000.0,45717000000.0,4625000000.0,158617000000.0,,,15358000000.0,324713000000.0,4581000000.0,124708000000.0,,134598000000.0,,,,53876000000.0,,113975000000.0,173360000000.0,,116471000000.0,,10733000000.0,,8796000000.0,,,,,8796000000.0,10777000000.0,,605000000.0,,,,27095000000.0,34379000000.0,,120296000000.0,78991000000.0,,,,,91253000000.0,,,67084000000.0,,,151353000000.0,18407000000.0,,10733000000.0,-2292000000.0,34612000000.0,,0.0,,33376000000.0,91207000000.0,260019000000.0,324713000000.0,,584732000000.0,106347000000.0,,,"Fomento Económico Mexicano, S.A.B. de C.V.",MXN,Consumer Defensive,Beverages—Brewers
FERG,2020-10-31,,1592000000.0,-28000000.0,,,45000000.0,422000000.0,4371000000.0,106000000.0,5372000000.0,4000000.0,,-55000000.0,,,,68000000.0,4922000000.0,2129000000.0,,,,450000000.0,-86000000.0,335000000.0,1096000000.0,-85000000.0,-200000000.0,8000000.0,335000000.0,316000000.0,-1000000.0,,957000000.0,,,,1074000000.0,,,3780000000.0,19000000.0,,,194000000.0,,-194000000.0,,,,-30000000.0,,,,450000000.0,-28000000.0,,7000000.0,96000000.0,957000000.0,,,,,,,,,-60000000.0,Ferguson plc,USD,Industrials,Industrial Distribution
FERG,2021-04-30,,1943500000.0,-33000000.0,8104000000.0,,190000000.0,576000000.0,4810000000.0,54500000.0,6241500000.0,-25500000.0,,-121500000.0,-1387000000.0,6158000000.0,1335000000.0,122500000.0,5632500000.0,2507000000.0,1757000000.0,2200000000.0,,609000000.0,-86000000.0,525000000.0,-175000000.0,-394000000.0,-200000000.0,8000000.0,525000000.0,521500000.0,-1000000.0,,-117000000.0,,,3280000000.0,1214000000.0,,2528000000.0,4298000000.0,3500000.0,-398000000.0,,536500000.0,439000000.0,-192500000.0,,873000000.0,,10500000.0,546000000.0,8000000.0,9000000.0,609000000.0,-36000000.0,3426000000.0,7000000.0,480000000.0,-597000000.0,477000000.0,5000000.0,8675000000.0,30000000.0,3234000000.0,13485000000.0,4843000000.0,303000000.0,-37000000.0,Ferguson plc,USD,Industrials,Industrial Distribution
FERG,2021-07-31,,1943500000.0,-33000000.0,8104000000.0,,190000000.0,576000000.0,4810000000.0,54500000.0,6241500000.0,-25500000.0,,-121500000.0,-1387000000.0,6158000000.0,1335000000.0,122500000.0,5632500000.0,2507000000.0,1757000000.0,2200000000.0,,609000000.0,-86000000.0,525000000.0,-175000000.0,-394000000.0,-200000000.0,8000000.0,525000000.0,521500000.0,-1000000.0,,-117000000.0,,,3280000000.0,1214000000.0,,2528000000.0,4298000000.0,3500000.0,-398000000.0,,536500000.0,439000000.0,-192500000.0,,873000000.0,,10500000.0,546000000.0,8000000.0,9000000.0,609000000.0,-36000000.0,3426000000.0,7000000.0,480000000.0,-597000000.0,477000000.0,5000000.0,8675000000.0,30000000.0,3234000000.0,13485000000.0,4843000000.0,303000000.0,-37000000.0,Ferguson plc,USD,Industrials,Industrial Distribution
FERG,2021-10-31,,2127000000.0,-28000000.0,9672000000.0,,22000000.0,711000000.0,5157000000.0,176000000.0,6803000000.0,-6000000.0,,-80000000.0,,,2166000000.0,74000000.0,6064000000.0,3274000000.0,1883000000.0,2418000000.0,,739000000.0,,560000000.0,831000000.0,-337000000.0,-141000000.0,,560000000.0,535000000.0,,,1071000000.0,,,3066000000.0,1314000000.0,,2271000000.0,4676000000.0,25000000.0,,,-13000000.0,3192000000.0,-386000000.0,,1341000000.0,,125000000.0,,3000000.0,,739000000.0,-28000000.0,3660000000.0,-6000000.0,-43000000.0,930000000.0,685000000.0,,10157000000.0,5157000000.0,3213000000.0,15314000000.0,6405000000.0,,-51000000.0,Ferguson plc,USD,Industrials,Industrial Distribution
FET,2020-12-31,,-58723000.0,69260000.0,490191000.0,,-1283000.0,-31824000.0,406236000.0,876000.0,112963000.0,-2763000.0,,106231000.0,-234888000.0,-601656000.0,128617000.0,11917000.0,214047000.0,165792000.0,,145188000.0,-389000.0,-101084000.0,,-32700000.0,108597000.0,-6480000.0,-13000.0,,-32700000.0,-32700000.0,604000.0,,118000.0,,,90809000.0,42361000.0,,292423000.0,171686000.0,,-100389000.0,,2182000.0,9680000.0,22049000.0,249000.0,14103000.0,,17143000.0,240444000.0,,1242720000.0,-101084000.0,-8651000.0,251747000.0,468000.0,-6984000.0,-284000.0,20847000.0,,483690000.0,60000.0,46351000.0,889926000.0,124934000.0,102000.0,-78000.0,"Forum Energy Technologies, Inc.",USD,Energy,Oil & Gas Equipment & Services
FET,2021-03-31,,26185000.0,-12656000.0,455591000.0,,-1283000.0,-27945000.0,381559000.0,1718000.0,114517000.0,6569000.0,,1110000.0,-231659000.0,-631319000.0,100810000.0,11310000.0,129806000.0,147848000.0,,138370000.0,-1464000.0,-15289000.0,,-29663000.0,-27807000.0,-9280000.0,-139000.0,,-29663000.0,-29663000.0,,,-27319000.0,,,99129000.0,41474000.0,,267330000.0,88332000.0,,-97160000.0,,-1338000.0,10861000.0,13726000.0,125000.0,16287000.0,,-2458000.0,233711000.0,,1244477000.0,-15289000.0,-9162000.0,236427000.0,-121000.0,8458000.0,-27458000.0,19796000.0,,462400000.0,60000.0,53561000.0,843959000.0,133671000.0,97000.0,-389000.0,"Forum Energy Technologies, Inc.",USD,Energy,Oil & Gas Equipment & Services
FET,2021-06-30,,32204000.0,-10637000.0,426934000.0,,-1283000.0,-20617000.0,361710000.0,1189000.0,137420000.0,8541000.0,,-991000.0,-231614000.0,-653125000.0,60361000.0,10574000.0,147400000.0,134072000.0,,133029000.0,-1464000.0,-9980000.0,,-21806000.0,-40449000.0,-18140000.0,-2000.0,,-21806000.0,-21806000.0,,,-43321000.0,,,116993000.0,42184000.0,,231696000.0,105216000.0,,-97115000.0,,3694000.0,12052000.0,7737000.0,,16560000.0,,-2695000.0,227638000.0,,1246389000.0,-9980000.0,-7775000.0,227987000.0,171000.0,19483000.0,-43323000.0,20168000.0,,442451000.0,60000.0,72288000.0,804161000.0,151154000.0,132000.0,-315000.0,"Forum Energy Technologies, Inc.",USD,Energy,Oil & Gas Equipment & Services
FET,2021-09-30,,34865000.0,-3269000.0,449321000.0,,,-10738000.0,346018000.0,849000.0,140984000.0,4984000.0,,4425000.0,-237392000.0,-664712000.0,50044000.0,10171000.0,148453000.0,125110000.0,,122507000.0,-1464000.0,-7469000.0,,-11587000.0,-10317000.0,-14264000.0,-208000.0,,-11587000.0,-11587000.0,,,-2105000.0,,,130554000.0,42334000.0,,231127000.0,106119000.0,,-102892000.0,,-10456000.0,13720000.0,-8374000.0,1552000.0,7229000.0,,-3111000.0,220908000.0,,1248061000.0,-7469000.0,-7128000.0,233875000.0,-509000.0,11725000.0,-3777000.0,20692000.0,,453947000.0,61000.0,85953000.0,799965000.0,165691000.0,123000.0,-295000.0,"Forum Energy Technologies, Inc.",USD,Energy,Oil & Gas Equipment & Services
FISV,2020-12-31,,1978000000.0,-266000000.0,16219000000.0,,11000000.0,333000000.0,32330000000.0,20000000.0,3832000000.0,396000000.0,136000000.0,-187000000.0,-4762000000.0,13441000000.0,906000000.0,771000000.0,3233000000.0,-19350000000.0,36322000000.0,2132000000.0,-45000000.0,599000000.0,,300000000.0,-32000000.0,-140000000.0,-214000000.0,25000000.0,300000000.0,313000000.0,14000000.0,,-817000000.0,,,2482000000.0,1379000000.0,999000000.0,20029000000.0,1854000000.0,,-387000000.0,,1186000000.0,12899000000.0,,697000000.0,1672000000.0,,-77000000.0,15358000000.0,11530000000.0,23643000000.0,599000000.0,-175000000.0,348000000.0,20000000.0,-75000000.0,-1051000000.0,4882000000.0,2916000000.0,41290000000.0,8000000.0,437000000.0,74619000000.0,15637000000.0,28000000.0,-211000000.0,"Fiserv, Inc.",USD,Technology,Information Technology Services
FISV,2021-03-31,,1848000000.0,-145000000.0,16440000000.0,,2000000.0,336000000.0,31851000000.0,18000000.0,3755000000.0,-15000000.0,,-708000000.0,-5424000000.0,13745000000.0,831000000.0,797000000.0,3274000000.0,-19524000000.0,36380000000.0,1646000000.0,-13000000.0,481000000.0,,304000000.0,-75000000.0,-129000000.0,-742000000.0,43000000.0,304000000.0,318000000.0,-195000000.0,,401000000.0,,,2617000000.0,1367000000.0,994000000.0,20324000000.0,1907000000.0,,-536000000.0,,952000000.0,13174000000.0,,726000000.0,2225000000.0,,-131000000.0,14995000000.0,11809000000.0,23522000000.0,481000000.0,-177000000.0,,-8000000.0,113000000.0,-311000000.0,5252000000.0,3154000000.0,41995000000.0,8000000.0,483000000.0,74840000000.0,15905000000.0,,-234000000.0,"Fiserv, Inc.",USD,Technology,Information Technology Services
FISV,2021-06-30,,2084000000.0,-132000000.0,17727000000.0,,-2000000.0,512000000.0,31793000000.0,228000000.0,4051000000.0,40000000.0,,10000000.0,-5189000000.0,14014000000.0,841000000.0,813000000.0,3407000000.0,-19586000000.0,36668000000.0,1650000000.0,-38000000.0,644000000.0,,269000000.0,11000000.0,-25000000.0,-619000000.0,17000000.0,269000000.0,284000000.0,484000000.0,,-426000000.0,,,2663000000.0,1440000000.0,1000000000.0,19945000000.0,1967000000.0,,-323000000.0,,1061000000.0,14356000000.0,,755000000.0,2308000000.0,,-75000000.0,14711000000.0,13009000000.0,22960000000.0,644000000.0,-176000000.0,,6000000.0,27000000.0,-1066000000.0,5307000000.0,2712000000.0,42983000000.0,8000000.0,479000000.0,75776000000.0,17251000000.0,,-260000000.0,"Fiserv, Inc.",USD,Technology,Information Technology Services
FISV,2021-09-30,,2112000000.0,-137000000.0,18425000000.0,,,500000000.0,31596000000.0,54000000.0,4163000000.0,-137000000.0,,-267000000.0,-5828000000.0,14442000000.0,933000000.0,805000000.0,3526000000.0,-18975000000.0,36303000000.0,1717000000.0,-28000000.0,637000000.0,,428000000.0,87000000.0,-144000000.0,-407000000.0,45000000.0,428000000.0,446000000.0,55000000.0,,75000000.0,,,2793000000.0,1475000000.0,988000000.0,19959000000.0,2051000000.0,,-649000000.0,,678000000.0,14733000000.0,,782000000.0,2357000000.0,,-246000000.0,14268000000.0,13295000000.0,22974000000.0,637000000.0,-173000000.0,,-9000000.0,-44000000.0,-315000000.0,5081000000.0,2697000000.0,43183000000.0,8000000.0,496000000.0,75767000000.0,17562000000.0,,-320000000.0,"Fiserv, Inc.",USD,Technology,Information Technology Services
FLO,2021-04-24,,658592000.0,-25430000.0,788131000.0,,6002000.0,94886000.0,1413371000.0,23231000.0,1302168000.0,14452000.0,,-19117000.0,-213055000.0,961246000.0,250570000.0,41386000.0,1181852000.0,161997000.0,545244000.0,1047667000.0,-3522000.0,120316000.0,-42503000.0,71655000.0,-56906000.0,1761000.0,-1058000.0,,71655000.0,71655000.0,,,-88701000.0,,,298259000.0,496890000.0,,889577000.0,643576000.0,,11525000.0,,97995000.0,49221000.0,-3297000.0,2844000.0,181668000.0,,-39284000.0,706130000.0,19670000.0,664981000.0,120316000.0,-11681000.0,196155000.0,,11322000.0,-135784000.0,198989000.0,3176000.0,1858645000.0,199000.0,241073000.0,3272016000.0,461206000.0,,-27278000.0,"Flowers Foods, Inc.",USD,Consumer Defensive,Packaged Foods
FLO,2021-07-17,,513247000.0,-17675000.0,839972000.0,,3086000.0,72944000.0,1425130000.0,16586000.0,1017309000.0,9147000.0,,-37854000.0,-217185000.0,973065000.0,292270000.0,31619000.0,926690000.0,170235000.0,545244000.0,1046724000.0,-1159000.0,90619000.0,-44539000.0,56358000.0,41700000.0,-8710000.0,-8452000.0,,56358000.0,56358000.0,,,-183000.0,,,308072000.0,391009000.0,,889878000.0,504062000.0,,6690000.0,,125435000.0,50705000.0,1069000.0,2432000.0,181130000.0,,7460000.0,709651000.0,12849000.0,669051000.0,90619000.0,-6556000.0,194505000.0,,28492000.0,-45881000.0,198079000.0,3205000.0,1900796000.0,199000.0,266688000.0,3325926000.0,509767000.0,,-30992000.0,"Flowers Foods, Inc.",USD,Consumer Defensive,Packaged Foods
FLO,2021-10-09,,512722000.0,-35983000.0,849333000.0,,3596000.0,50900000.0,1411930000.0,12048000.0,1027800000.0,2365000.0,,-24743000.0,-229569000.0,967449000.0,307523000.0,31680000.0,940917000.0,164258000.0,545244000.0,1046302000.0,-1130000.0,86883000.0,-44468000.0,38852000.0,15253000.0,988000.0,-8452000.0,,38852000.0,38852000.0,,,2253000.0,,,301999000.0,394159000.0,,890180000.0,515078000.0,,2747000.0,,91793000.0,67443000.0,-5972000.0,3207000.0,176951000.0,,26777000.0,702428000.0,21182000.0,673851000.0,86883000.0,-6670000.0,200943000.0,,-2897000.0,-51797000.0,188138000.0,3138000.0,1911466000.0,199000.0,264535000.0,3323396000.0,536591000.0,,-28453000.0,"Flowers Foods, Inc.",USD,Consumer Defensive,Packaged Foods
FLO,2022-01-01,,2646206000.0,-7491000.0,746118000.0,,-60953000.0,52042000.0,1411274000.0,12720000.0,983490000.0,9907000.0,,-109724000.0,-229717000.0,962378000.0,185871000.0,21974000.0,923957000.0,170598000.0,545244000.0,1091217000.0,-211000.0,59533000.0,-44393000.0,39322000.0,-121652000.0,-4639000.0,,,39322000.0,39322000.0,,,3289000.0,,,338081000.0,379552000.0,,890609000.0,-1662716000.0,,2587000.0,,29387000.0,58291000.0,-1567000.0,2789000.0,172157000.0,,-46669000.0,695432000.0,6131000.0,678414000.0,59533000.0,-6627000.0,203459000.0,,1159000.0,-41315000.0,178965000.0,3145000.0,1842039000.0,199000.0,268500000.0,3253313000.0,519917000.0,,-49241000.0,"Flowers Foods, Inc.",USD,Consumer Defensive,Packaged Foods
FLOW,2020-12-31,,128200000.0,-9200000.0,925200000.0,,2200000.0,22500000.0,1061400000.0,2500000.0,396100000.0,6900000.0,,4300000.0,-272600000.0,-363300000.0,441500000.0,10900000.0,364400000.0,285700000.0,569700000.0,271300000.0,-8400000.0,31700000.0,-3800000.0,24200000.0,89100000.0,4500000.0,-3100000.0,10400000.0,24200000.0,20000000.0,,,3600000.0,,,257000000.0,93300000.0,-600000.0,396900000.0,267900000.0,4100000.0,-226400000.0,,89400000.0,158300000.0,30100000.0,,99400000.0,,,206000000.0,27400000.0,1696900000.0,31700000.0,-6000000.0,199300000.0,3300000.0,12800000.0,-7900000.0,121100000.0,26900000.0,1037700000.0,400000.0,149100000.0,2098500000.0,482900000.0,,-5100000.0,"SPX FLOW, Inc.",USD,Industrials,Specialty Industrial Machinery
FLOW,2021-04-03,,128500000.0,-7700000.0,892100000.0,,,27300000.0,1033600000.0,8300000.0,363800000.0,4700000.0,,-47100000.0,-328400000.0,-348500000.0,380700000.0,9800000.0,328800000.0,244800000.0,587100000.0,227100000.0,-600000.0,35000000.0,-3800000.0,18600000.0,-60900000.0,-14200000.0,-16300000.0,10400000.0,18600000.0,19000000.0,,,-1800000.0,,,269700000.0,90500000.0,-400000.0,397100000.0,235300000.0,-300000.0,-265900000.0,,5100000.0,166500000.0,-13100000.0,,141900000.0,,,201700000.0,30700000.0,1710100000.0,35000000.0,-5900000.0,211000000.0,-11200000.0,-700000.0,-7700000.0,155900000.0,32300000.0,1049000000.0,400000.0,167000000.0,2082200000.0,495600000.0,,-9300000.0,"SPX FLOW, Inc.",USD,Industrials,Specialty Industrial Machinery
FLOW,2021-07-03,,131700000.0,-8900000.0,876700000.0,,,26300000.0,1040300000.0,14700000.0,381600000.0,7700000.0,,-69300000.0,-338800000.0,-341500000.0,324100000.0,12200000.0,346400000.0,195700000.0,616400000.0,234100000.0,-600000.0,35200000.0,-3800000.0,10800000.0,-56500000.0,-3400000.0,-24500000.0,7200000.0,10800000.0,11600000.0,,,3400000.0,,,274300000.0,91800000.0,-900000.0,397200000.0,249900000.0,-600000.0,-251900000.0,,28100000.0,167800000.0,-14600000.0,,142100000.0,,,228200000.0,39700000.0,1720200000.0,35200000.0,-5900000.0,238600000.0,3000000.0,15400000.0,-18300000.0,164100000.0,34400000.0,1092500000.0,400000.0,178100000.0,2131900000.0,530800000.0,,-5100000.0,"SPX FLOW, Inc.",USD,Industrials,Specialty Industrial Machinery
FLOW,2021-10-02,,166702700.0,-9114680.0,1031278070.0,,,38497530.0,1248231440.0,10313980.0,467247280.0,359790.0,23746140.0,2878320.0,-433666880.0,-385934740.0,376100480.0,15950690.0,419635070.0,261087610.0,713823360.0,280756130.0,-14031810.0,47612210.0,-4557340.0,28183550.0,-12592650.0,-2398600.0,-7195800.0,,28183550.0,28183550.0,,,-479720.0,,,322491770.0,112014620.0,-839510.0,454654630.0,300544580.0,119930.0,-322491770.0,,9834260.0,178695700.0,-12112930.0,,167422280.0,,,273320470.0,38017810.0,2067353340.0,47612210.0,-5876570.0,294668010.0,959440.0,-20148240.0,-26264670.0,184092550.0,43174800.0,1262383180.0,479720.0,203041490.0,2509775110.0,623636000.0,,-10913630.0,"SPX FLOW, Inc.",USD,Industrials,Specialty Industrial Machinery
FME.DE,2020-12-31,205258425.0,1544284400.0,-237745510.0,8330229950.0,,,432131015.0,12841266600.0,158703870.0,5038176330.0,-297819080.0,1154571055.0,-520228460.0,-2525114300.0,11741875385.0,1238362155.0,396855855.0,4368299805.0,-3577732265.0,14837743560.0,9373831040.0,-60027770.0,669876525.0,-449360975.0,202875680.0,-592102400.0,60824690.0,,2504115.0,202875680.0,273427145.0,-71442275.0,,-593509605.0,,,4143800800.0,814377815.0,1278083350.0,7786115645.0,3493891930.0,,-2525114300.0,60030060.0,668891825.0,2772381630.0,-48449530.0,,1289411980.0,,174689215.0,1581255305.0,529202970.0,3289161350.0,669876525.0,-112963410.0,2170129950.0,-89732505.0,-129690715.0,-651033260.0,2879503250.0,871474385.0,22164596270.0,335344165.0,910197140.0,36283946220.0,7052792380.0,402069040.0,-350798230.0,Fresenius Medical Care AG & Co. KGaA,EUR,Healthcare,Medical Care Facilities
FME.DE,2021-03-31,,1355558473.8,-54278194.4,8750622070.6,,,447316535.4,13478637455.0,105427719.8,4729654425.0,-45433666.2,882402615.0,-251701140.2,-1889397030.4,11795706740.4,1205945185.2,434643460.0,4228059695.2,-3417758015.6,15321953740.8,9454133346.2,-67805053.8,501594729.8,-440883947.0,279665936.4,-9055727.4,-539820661.6,,645955.0,279665936.4,341888815.6,66864768.0,,26812187.8,,,4374688110.0,799315951.0,1349856095.4,7094574318.0,3374095951.2,,-1889397030.4,54647793.0,233271763.2,4423770579.4,-46534598.2,,1332895002.2,,191620584.8,1574441729.8,935091198.4,3243297365.8,501594729.8,-102597875.2,2234897577.0,49720560.6,-118285032.8,-40346911.0,2673343746.0,816256823.0,22421809162.2,329030379.2,798931748.1999999,37250302712.6,8136755868.2,374413492.4,-207043743.4,Fresenius Medical Care AG & Co. KGaA,EUR,Healthcare,Medical Care Facilities
FME.DE,2021-06-30,,1575587810.3000002,-57412327.7,9589395055.1,,,435635225.2000001,14273568299.2,92393267.4,5301280607.0,-96466012.3,778477148.4000001,-305701287.5,-2256185327.2000003,12627644344.0,1727705261.8000002,477150472.4,4808233054.1,-3998610880.6,16560344002.3,10209545626.0,-90209029.4,493047552.9,-481581530.50000006,268215836.7,410440408.0,333733159.90000004,,5709696.300000001,268215836.7,343241957.8,-31534015.8,,145916915.20000002,,,4327305567.900001,1018710196.7,1448570689.3000002,7974929035.500001,3725692796.7,,-2256185327.2000003,63830060.7,1130308806.2,4897703369.3,-91146533.8,,1538007872.8000002,,8879295.600000001,1711835177.5,1015219097.2,3542594751.5,493047552.9,-102062815.4,2519165128.2000003,5996837.7,37641292.5,-420163948.4,2799157443.6000004,869473976.0,24756462721.2,359514530.90000004,919057405.7,40478601709.700005,9110761018.8,441108091.2000001,-256901974.7,Fresenius Medical Care AG & Co. KGaA,EUR,Healthcare,Medical Care Facilities
FME.DE,2021-09-30,,1267217000.0,-47400000.0,7998912000.0,,,436225000.0,12229680000.0,104990000.0,4441366000.0,-7870000.0,651910000.0,-300260000.0,-1515975000.0,10567699000.0,1561834000.0,391046000.0,3957741000.0,-3090695000.0,13901439000.0,8391216000.0,-75125000.0,483625000.0,,273044000.0,153876000.0,118676000.0,,777000.0,273044000.0,331235000.0,21989000.0,,-214182000.0,,,3449859000.0,731230000.0,1216238000.0,6571222000.0,3174149000.0,,-1515975000.0,52362000.0,691681000.0,4034777000.0,-37941000.0,,1377624000.0,,-45836000.0,1418936000.0,867414000.0,2884962000.0,483625000.0,-84026000.0,2119805000.0,50985000.0,-63953000.0,-288530000.0,2322633000.0,742799000.0,20385008000.0,292994000.0,785090000.0,33830926000.0,7492297000.0,374368000.0,-194540000.0,Fresenius Medical Care AG & Co. KGaA,EUR,Healthcare,Medical Care Facilities
FPH,2020-12-31,,33205000.0,-2987000.0,2368388000.0,,,5397000.0,617666000.0,1744000.0,111715000.0,9740000.0,,-4189000.0,-2833000.0,42221000.0,298144000.0,2923000.0,103331000.0,545919000.0,,61045000.0,-5461000.0,8384000.0,,782000.0,27564000.0,,-2047000.0,,762000.0,3653000.0,-4166000.0,,,,,78055000.0,24821000.0,1292432000.0,706532000.0,78510000.0,,-2833000.0,,37214000.0,9000000.0,30762000.0,,17955000.0,,-3880000.0,71747000.0,1330000.0,578278000.0,8384000.0,,1990859000.0,,-3113000.0,-5461000.0,294648000.0,442850000.0,1051887000.0,,17876000.0,2961985000.0,31893000.0,,-23000.0,"Five Point Holdings, LLC",USD,Real Estate,Real Estate—Development
FPH,2021-03-31,,818000.0,-2191000.0,2359546000.0,,,-21045000.0,606457000.0,0.0,13180000.0,-6394000.0,,-48000.0,-2811000.0,32442000.0,229670000.0,9252000.0,32034000.0,542556000.0,,59623000.0,-13883000.0,-18854000.0,,-9779000.0,-68474000.0,,-2047000.0,,-9666000.0,-21045000.0,55000.0,,,,,85139000.0,19672000.0,1279536000.0,695790000.0,12362000.0,,-2811000.0,,-52496000.0,9000000.0,-52080000.0,,12902000.0,,-2398000.0,63901000.0,1330000.0,576826000.0,-18854000.0,,2043407000.0,,8903000.0,-15930000.0,291104000.0,439239000.0,1049218000.0,,30450000.0,2935211000.0,39450000.0,,-103000.0,"Five Point Holdings, LLC",USD,Real Estate,Real Estate—Development
FPH,2021-06-30,,1038000.0,13123000.0,2408614000.0,,,-4922000.0,605309000.0,5000.0,8304000.0,-14612000.0,,78031000.0,-2793000.0,30153000.0,236517000.0,4119000.0,26349000.0,544120000.0,,58165000.0,-5846000.0,-18045000.0,,-2289000.0,6847000.0,,,,-2265000.0,-4927000.0,78065000.0,,,,,66962000.0,19083000.0,1276604000.0,691440000.0,7266000.0,,-2793000.0,,-65338000.0,8365000.0,-59927000.0,,16332000.0,,14390000.0,61189000.0,1330000.0,577949000.0,-18045000.0,,2103805000.0,,-7019000.0,-5846000.0,290204000.0,374296000.0,1036683000.0,,24786000.0,2918596000.0,33151000.0,,-34000.0,"Five Point Holdings, LLC",USD,Real Estate,Real Estate—Development
FPH,2021-09-30,,10525000.0,1888000.0,2432280000.0,,,-8210000.0,607398000.0,0.0,20695000.0,-3085000.0,,330000.0,-2797000.0,26305000.0,191134000.0,6342000.0,30793000.0,551139000.0,,56708000.0,-1246000.0,-10098000.0,,-3848000.0,-45383000.0,,,,-3775000.0,-8210000.0,330000.0,,,,,72525000.0,20623000.0,1265448000.0,691823000.0,10170000.0,,-2797000.0,,-44467000.0,8365000.0,-63015000.0,,16587000.0,,-2105000.0,56259000.0,1330000.0,583890000.0,-10098000.0,,2167291000.0,,21244000.0,-1246000.0,305590000.0,374441000.0,1063429000.0,,36762000.0,2936275000.0,45127000.0,,,"Five Point Holdings, LLC",USD,Real Estate,Real Estate—Development
FREE,2020-12-31,,31868000.0,-16603000.0,190065000.0,,,-9409000.0,308846000.0,-4312000.0,75688000.0,14549000.0,7000000.0,-82184000.0,8605000.0,-25442000.0,16898000.0,4035000.0,68494000.0,-29218000.0,153537000.0,59478000.0,7895000.0,7194000.0,,-5097000.0,-32183000.0,1981000.0,-7895000.0,1000.0,-5097000.0,-5097000.0,,-48000.0,46105000.0,,,56423000.0,21542000.0,,172662000.0,43820000.0,,8605000.0,,3270000.0,,-10327000.0,,8931000.0,,450000.0,184527000.0,,325679000.0,7194000.0,-2210000.0,111699000.0,626000.0,-2321000.0,46105000.0,38854000.0,,287692000.0,4000.0,25200000.0,596538000.0,64852000.0,2671000.0,-2350000.0,"Whole Earth Brands, Inc.",USD,Consumer Defensive,Packaged Foods
FREE,2021-03-31,,36551000.0,-23169000.0,303655000.0,,,-15707000.0,290785000.0,-3682000.0,105825000.0,13342000.0,3750000.0,-188145000.0,6567000.0,-38544000.0,27806000.0,5120000.0,98363000.0,-229955000.0,236895000.0,68501000.0,-11589000.0,7462000.0,,-12025000.0,10908000.0,-1341000.0,-115000.0,1000.0,-12025000.0,-12025000.0,,,215645000.0,,,72205000.0,24938000.0,,385257000.0,69274000.0,,6567000.0,,-5597000.0,53672000.0,-4903000.0,2100000.0,9405000.0,,1262000.0,283845000.0,,322758000.0,7462000.0,-5078000.0,191837000.0,594000.0,-7052000.0,204056000.0,76951000.0,,611516000.0,4000.0,36915000.0,902301000.0,133027000.0,2479000.0,-1544000.0,"Whole Earth Brands, Inc.",USD,Consumer Defensive,Packaged Foods
