ticker,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector
005490.KS,2020-12-31,10881233577.08466,1372669047.6970377,-257213535.74972063,33550838607.604134,,-72881046.38434836,485846522.3924055,41549056796.28098,-202630738.16171727,14306209041.191463,263517105.87659287,3264527946.952587,-1634826080.4922774,-3348807495.750399,43217441799.79872,4456236278.93332,877385500.7176585,13563148983.04934,37591734134.80139,847163491.1418324,27554949945.045574,-251535321.4933339,743060058.1421262,-111002369.22409172,657018962.5253656,-1887168499.3756464,653305977.7588484,-518801522.021827,,655443271.7038152,688477260.5541228,-502877519.0781246,14890848.305343036,-2081445740.128834,,,8916850111.961224,463572883.7028157,3133415431.691951,11078234131.66113,12933539993.494429,,-1107379837.9448926,35539153.88282368,2529198438.873863,3193031803.220647,-289353700.7369433,212857216.10490695,5392026601.488742,,-326118631.612757,3110159170.3377595,642267077.9538813,1228295619.3475614,743060058.1421262,-124652745.75847328,8483688178.687173,-79852539.25120233,693443224.6543869,-2701688318.524775,2101484112.6139529,3668233360.285191,29440898947.9303,452126872.8850978,3519812001.0893774,74123371175.90323,15797128522.834496,1251358398.5618377,-957508618.5011488,POSCO Holdings Inc.,KRW,Basic Materials,Steel
005490.KS,2021-03-31,11592125546.610537,1912168908.7306817,12296439.339322183,35297192580.48645,,498893.1016174594,1397333947.231851,40553993392.005,377010646.16183984,14397257853.22056,475043579.816774,2907616187.8976154,-1688223115.3821414,-3012014793.641005,41917905241.33951,4073249942.806101,805574804.5824889,13012220345.32803,36814894416.86943,810983054.6274052,26405962187.72573,527017504.65714085,1385037507.8925292,-1404290.3225920042,918142901.8653212,-186816991.770676,-716243898.3355895,-104624544.11626616,,918142901.8653212,1020323301.0700116,-1248908977.8298495,19495633.56365372,521609452.3640184,,,9498133671.633032,420666833.667024,3542094733.882568,11133244899.301996,12485088944.489878,,-764633166.2920113,28977792.210840967,511486863.560954,3878557724.433263,-990327830.9453568,157224816.69575015,3779453936.080184,,79329774.90942383,2928115920.5081654,629323625.1539208,1215879287.2008638,1385037507.8925292,-115865473.85224542,9186795733.653564,47321137.46821031,-60032466.56702636,942598122.582301,2030443167.5097616,4985716155.727661,30111335709.276997,432223657.10563177,3411043300.89332,74207423835.1556,16386661884.246868,1215773953.0605743,-481928023.4210794,POSCO Holdings Inc.,KRW,Basic Materials,Steel
005490.KS,2021-06-30,10972045727.008053,2443328637.581108,176266785.65506527,34804453365.290634,,51354373.52654673,2078047898.0270188,40520780011.93704,511891627.5964205,15852868744.420372,445189815.3060388,1967757798.0066037,-273957413.88735306,-2862316155.5482087,41789710823.54661,3485719908.3479323,761277826.9757383,13951087632.048418,36917112200.96426,784339077.5141174,25422020444.737305,27568576.093083285,1901781112.3719532,-543964838.1210834,1442376505.665532,-454116942.5942636,-345792933.47116363,,,1439510036.533863,1566156270.4305985,248675459.56317464,21703109.050513774,-1100799581.2745888,,,9624722368.470856,442815227.2560882,3552122656.7614098,10349893186.125374,13409540106.839264,,-688544087.0756164,24291744.06763971,1424955668.4859152,3708248853.559535,-1053244264.510754,138695199.03107354,5113379942.849149,,-272471948.1979202,2819328733.4586663,574247461.0754914,1175318513.7592,1901781112.3719532,-92118834.66535008,9902800269.012363,12080646.109763322,447620666.0598019,-1617195843.302589,1987654970.2764912,3394051676.296721,28264670571.448147,418066830.17943656,3591864342.528496,72337573240.14659,15377783212.250587,1173128322.995185,-595644062.7144722,POSCO Holdings Inc.,KRW,Basic Materials,Steel
005490.KS,2021-09-30,12020590403.821709,3466176464.875869,225664426.6641348,41969659020.63579,,257577.9708637725,3085580711.807314,45163425425.52143,672144277.4464334,18954729375.27212,765397783.480462,2548567296.5568867,-1689916382.759107,-2768236205.6363034,46244458145.22568,5033355335.602917,816644236.0283496,16094813090.128937,41343035661.19508,832966685.5538923,27016524251.935265,17000446.018458087,2859916285.1431794,-279942584.0588256,2231668904.0696416,1339070427.578442,-762738172.7544911,,,2230124737.4113336,2413436434.3608804,-793655218.0591655,14363315.718562877,1768490986.1280258,,,11307252370.052622,501298958.7251296,3995260207.6869054,13169852609.019762,15488552910.396248,,-464398388.1481011,21457717.215568867,1463165590.320257,4353202673.64477,-2036388982.7844317,133698790.71856289,5861229005.82634,,-176914034.33652696,2987423078.772455,731071263.2001557,1244121992.902491,2859916285.1431794,-81329359.05688624,12683970765.92246,60272371.92963399,625495855.239521,1505548848.0876582,2065472057.8391843,4120168452.9966655,33629284862.51207,443081493.02956593,4791052404.653187,82787970495.72041,17823513001.641148,1295364099.293638,-710055243.5503788,POSCO Holdings Inc.,KRW,Basic Materials,Steel
2330.TW,2020-12-31,4704087999.7,6577863436.2,134368201.9,36806644879.6,,-4136675.0,5429318065.7,62333449527.200005,616131606.9,12183664020.9,492784653.0,87659395.3,-3065305258.1,-1842711720.1,53538720929.700005,22247750803.9,3257200202.5,6888714157.1,61465061894.9,183213487.4,53357799817.4,-2397923.5,5294949863.8,-2184634582.4,4811228825.8,1886375495.8,557389238.0,,,4811228825.8,4813186458.8,-51349364.0,-8518921.9,-1223535385.6,,,4923200917.6,282440609.90000004,32511839.1,8629649821.5,5605800584.7,,-1842711720.1,1008991884.4,8732700680.800001,13092940570.9,-938340137.7,,1068701409.6,,556782435.8000001,685174144.9,302793758.6,1898902089.1,5294949863.8,-25901213.4,4628809815.900001,-370452035.4,2529960.1,-3410567891.5,549478971.8000001,934440609.6,30670012982.2,8738538228.5,1384901567.4,93035974348.5,20797990317.6,874790800.8000001,-2988347870.7000003,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors
2330.TW,2021-03-31,4801888398.0,6205649661.3,139034219.7,37271029112.1,,23932410.6,5070605520.3,63403220149.2,501148428.0,11850814521.0,266295393.0,,-7987021237.8,-1582445312.1,54388988088.9,21736600923.9,3267930155.4,6919243220.4,62585305251.6,179597392.5,55290258785.4,285957968.4,4931571300.6,-2119808597.7,4567879121.1,149020767.0,-701104807.8,,,4567879121.1,4569457092.3,116680990.2,-4878578.4,2311874173.2,,,5478280017.3,273224032.5,67380508.2,9138411552.9,5645164859.7,,-1582445312.1,1005732906.6,7449573586.2,11119620873.6,-562903064.7,,1123830264.6,,527790033.6,638317505.1,197796087.0,2117442948.9,4931571300.6,-25247506.5,5054359473.6,208444874.7,-76327326.3,478023543.9,521532169.2,952565715.0,31984998117.3,8479234423.5,1261590852.0,95455598774.7,21635909612.4,1022013157.5,-8110539307.5,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors
2330.TW,2021-06-30,4508332000.0,6220220109.0,124377258.0,41452873600.0,,20712074.8,4989661905.0,66127688060.0,497972590.6,12429647074.8,-1546152466.0,340680.0,-5669682932.4,-1957039600.0,57261203820.0,24982602140.0,3430189953.2,7564362427.8,65241415720.0,180640560.0,58626966560.0,-16773212.8,4865284647.0,-2165186696.6,4487588662.8,2780693286.0,-360084932.4,,,4487588662.8,4491689314.4,2801391.6,-550866.2,4687983385.599999,,,6011051440.0,324315569.8,72277600.0,13815449080.0,6209426965.8,,-1957039600.0,1031170758.4,6260479099.599999,10887788780.0,-530096042.6,,1363194280.0,,542747728.8,705631780.0,258225420.0,2162776920.0,4865284647.0,-37888926.6,5692652580.0,-316126357.4,102627144.6,2506023476.2,548728600.0,966499140.0,37095840260.0,8660746920.0,1377082000.0,103295805920.0,22029247220.0,1208425360.0,-5576833905.0,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors
2330.TW,2021-09-30,4830262930.8,7577413150.4,101392039.6,48794754416.4,,140520533.6,6189118348.4,73906314207.2,618460466.0,14762265492.4,-488932963.2,,-6301918087.6,-2111229947.2,64481340338.0,30395705989.6,3768920415.6,8674539183.6,72993390868.8,192416718.4,66282061567.2,-55441410.8,6087726308.8,-2307803926.8,5562795017.2,3767541556.4,-317135942.8,,,5562795017.2,5570657882.4,325015931.6,6949832.0,1105686729.6,,,6665790778.4,383884839.2,81888828.8,16490120712.8,7184852342.0,,-2111229947.2,1098852170.4,11345940898.0,12687418211.2,-419903602.0,,1653356132.8,,3246015298.0,720506620.0,414128570.0,2304988358.4,6087726308.8,-47492642.8,6487521571.2,-18922646.0,71465184.4,-1257558608.0,4062369506.8,987207615.6,44642100034.4,9231215458.0,1562443451.6,118630303070.4,23340123620.0,1492543919.6,-6715580404.4,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors
2412.TW,2020-12-31,154885200.0,577912504.3000001,41439845.3,2756761100.0,,-1819361.9,350685266.7,12675075500.0,61273946.6,2004469630.7,49053517.8,53920000.0,-310632344.90000004,31239900.0,4981668800.0,1025154000.0,313896392.1,1695224209.3,9632471000.0,8290200.0,9854722500.0,7224909.3,309245421.40000004,-1044.7,277175423.0,428550464.7,-8437502.700000001,,,277175423.0,289411320.1,1204404.3,-101100.0,-196388401.3,,,949767100.0,236359229.9,376024600.0,673326000.0,1426557126.4,,31239900.0,32765768.6,928295751.6,1099226600.0,74304186.4,33700000.0,913337400.0,,200413731.5,3034314300.0,58132500.0,5047923000.0,309245421.40000004,-1954431.5,490840500.0,51594.7,12403217.6,-189164536.7,656779300.0,490840500.0,4007165900.0,2614243800.0,525416700.0,17058266000.0,2467615100.0,105582100.0,-321451932.1,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services
2412.TW,2021-03-31,337430122.8,595404216.0,7161496.2,2891098331.1,,10946292.3,370175379.6,12614580540.3,71898078.6,1638302536.5,77419146.6,52320000.0,-237283397.1,-4988940.9,4482128308.8,982435857.0,307547358.6,1275288653.1,9715250670.9,8053356.0,9512948295.0,1442593.2,363013883.4,-1092296575.5,287921668.8,-12286861.5,42932712.9,,,287921668.8,298277301.0,-102454953.3,-98100.0,-98934307.8,,,872178585.6,202340013.6,382058657.7,653382231.6,1042898320.5,,-4988940.9,28625612.7,322922473.5,1099614802.8,895293.3,31446510.9,877854847.8,,-201921846.0,2891276513.4,47736669.9,5600756166.9,363013883.4,-1658740.2,471638214.9,-434223.3,-200993427.6,-97491714.6,636880307.4,381357765.9,3565949911.2,2536685005.5,316856263.8,16562589109.2,2078755513.5,100506818.1,-145294013.4,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services
2412.TW,2021-06-30,557167277.0,619332960.1999999,6092360.399999999,3302205395.0,,4014479.6,382929062.8,12064828627.6,73329065.39999999,1656677909.0,-51307510.2,53440000.0,-565988885.0,-8052907.0,3761244373.8,1073442934.0,316275688.8,1279841206.6,9156656693.2,8225752.0,9799162573.4,3151724.2,376836702.4,-1115679071.0,298847435.2,69976340.0,-19327811.8,,,298847435.2,309599997.4,-216335540.8,,37367519.2,,,913498583.8,211228179.8,381983542.2,900947899.2,1037344948.8,,-8052907.0,29820989.6,595158474.4,2182616085.8,27669628.8,31562064.8,889218888.0,,-99270377.8,2899946182.4,81175994.6,5720650029.8,376836702.4,-1837534.4,494331289.2,287507.2,112740798.2,40519243.4,650679561.6,394423171.8,4846369792.8,2590987131.0,432327161.8,17293181962.6,3093487459.0,102416390.6,-352452865.4,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services
2412.TW,2021-09-30,126307518.4,670692714.8,23309206.8,2736255943.2,,10722542.0,430814040.8,13184247468.0,84327179.6,1811523871.2,-65197163.6,,189133081.2,-17209609.6,4342269594.0,839353517.6,339794630.8,1404019037.2,10140787732.8,8767568.0,10506012120.0,6235589.2,407504834.0,-1189166914.0,333457510.4,-304795238.4,17950766.0,,,333457510.4,346486861.2,466522763.2,,-33047159.6,,,953657641.6,226297950.4,408754678.8,1017290719.2,1140831156.4,,-17209609.6,33304796.8,722118089.6,1130175257.6,-57309841.2,34591274.0,947478229.2,,111970650.8,3034692167.2,65810836.4,6097536529.6,407504834.0,-1996768.4,570265826.8,-67924.8,31097917.2,-1215978484.4,729221891.6,420186622.0,4060390502.8,2761650954.0,487565745.2,17653392649.6,2102098938.8,107350304.8,-286069994.4,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services
4502.T,2020-12-31,344443113.9916127,5482783935.188715,-313262481.89096457,24581855858.177654,,-19409215.402211208,1031488003.0499429,43547224028.211975,163071229.88943958,7860948313.381624,-392853417.4609226,2306126690.049561,676175352.6496378,-169252867.70873046,12274665900.114372,5802425341.212353,1312893442.6229508,6516197828.440717,-27678086049.56157,35932451455.585205,12806145833.778116,-344405535.6462066,1344750484.9409077,-1248775390.773923,867674600.8387343,-125549252.00152496,-454378563.4769348,-28183.759054517726,,867674600.8387343,868416773.1605033,186078571.86427757,7393539.45863515,-1225843205.489897,,,7787567199.390012,2091648283.6446817,38282939.38238658,41961615138.39116,2378164378.192909,,390354457.49142206,1104483939.0011437,2047644041.174228,11212495178.040413,28644093.78574152,,3277019611.132292,,485991346.5497522,35292858622.18833,3701513995.425086,15770278746.473503,1344750484.9409077,-588749332.0625238,6945906208.158597,-30316330.15630957,199672538.3149066,-2819052315.669081,8266024087.685856,3532843592.070149,71837668005.3374,15671532249.332825,3071823056.0427,115423174972.93176,16956833791.841404,2369803196.340069,-230749829.9656881,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic
4502.T,2021-03-31,,4142343145.841704,1067654511.8521494,24491243756.528725,,-13857553.234230611,1181530196.8662112,46700739811.16914,-598231024.5078344,6953819517.878666,-2087046822.016874,199368212.13338688,2648110715.146645,2767556504.6203294,13631011578.947369,8722783583.768581,1002474359.1803936,6839943832.864604,-25006663487.344315,36417081153.07352,13125558453.194054,-209271623.141824,113875685.01406188,-78342571.31378064,1779345946.1631176,3146314580.152672,366453290.4781037,-27083.165930092404,,1779345946.1631176,1779761221.3740456,-20131820.008035354,-13415194.85737244,-3053265849.7388506,,,7336956038.569706,2114644568.0996385,37374768.98352752,41646849521.89634,2811476372.0369625,,3305175403.776617,1018516621.1329852,3619755403.776617,13259295126.556849,179823194.05383688,,6229055942.145439,,1746331566.894335,35290322145.43993,1625676062.6757734,15242622450.783447,113875685.01406188,-504442020.8919245,6805828071.514665,219355588.58979508,376474061.8722378,-3340907127.3603854,8689155319.405384,1015329835.2752109,69830476705.50421,15059549276.818,2095379409.401366,116568591285.65688,16007739943.75251,3193728175.9742866,-326487565.287264,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic
4502.T,2021-06-30,,6493959370.899916,-381478889.823381,22819237887.30025,,-488366.69470142975,2054632400.336417,48267749914.21362,785551650.1261564,8750084497.897392,434240921.7830109,223653517.2413793,-649113052.9857023,3527463421.362489,13856815236.333052,6034738031.95963,1317189476.8713205,6313973207.737595,-24668129692.1783,37400918301.09335,13380989429.77292,-213941470.1429773,2436111290.159798,-1216604366.6947014,1268684528.1749368,-2868481675.357444,-385487182.5063078,-23423172.413793106,,1268684528.1749368,1269080750.2102606,-25505641.7157275,-43943788.05719092,-2333526640.8746843,,,7914830018.502943,2025735835.155593,3547569.386038688,40374002593.77628,2256125126.9974766,,3917640767.0311184,1128587788.057191,1537507357.4432294,12548858654.331371,-193586714.8864592,,6426960989.0664425,,-674517335.5761143,35534961305.29857,1690237130.3616483,15503375798.149706,2436111290.159798,-654853665.2649285,7179432706.47603,30628884.777123637,-229016336.4171573,-3787495650.126156,12257266879.730864,1066583646.7619848,68358354075.693855,15380095458.368376,2954572430.613961,116629651559.29352,15727084602.18671,3165694274.179983,-274941234.6509672,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic
4502.T,2021-09-30,,5135696212.762682,-324736740.8205681,22169762855.0535,,9296243.55322916,554588619.0439535,48051064486.95251,139461704.25679317,7624896293.587869,498071068.4319914,1939449118.6205835,-296974366.8693711,3700708201.832038,13999872026.787777,5486417308.136402,1269406569.9330306,6745570933.723348,-22907667981.679623,36809234489.2618,13176468535.909475,-265917693.01824343,879325359.8645216,-86112096.83627127,414847124.93264574,-424549515.04888,-120535274.42075284,,,414847124.93264574,415126914.7871604,83458605.9579709,228010680.47109535,-1880575917.9431915,,,8008262547.148026,1913500865.984143,3844854.129782157,36250593430.06697,2489200080.8251867,,4071086790.855208,1187753059.8106382,2104317546.763144,12340212762.681858,-35704795.62774228,,6017359171.734278,,-64468997.76768533,34149497979.37033,1603836675.3906553,15221407455.161266,879325359.8645216,-358094911.8620584,7071246324.378416,703987.3758756062,142701851.28165653,-2232605707.797706,11739341486.413671,1040159398.814564,65307573089.06166,15129076803.171429,3037976291.278578,113362482430.14397,17317638172.58102,3028725175.121238,-277650815.94950354,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic
6758.T,2021-03-31,197286313.3816241,4766136704.53679,150717348.8372093,67817113857.41518,,-60707817.00343119,896957526.4963782,52382700967.59436,-109409352.64963782,20859918032.0244,-3033521327.48761,1174426634.3881052,-3845476636.6755614,-6090021813.191003,36236347534.88372,12116799271.063667,908437711.0179183,20113677854.36523,35252104906.595505,7668941757.529547,12800386952.344645,730870634.3881053,746240177.6591688,-1268269.157453298,1005220739.6111324,-856542016.0121998,2468568482.6534505,-1456160.884483416,,1005220739.6111324,1006366879.146016,-2684380920.320244,85547103.31681281,-819207929.8513153,,,12714567406.023638,3934349423.560808,505579059.092642,6988426105.985513,16093781327.48761,,-4922951139.916126,,2467412948.532215,13665083469.30995,-150012754.86084637,,25984552151.734653,,1975784850.1715596,8861312051.849028,134925049.18032786,13967128815.097218,746240177.6591688,-46221364.84940907,5988024789.172703,612583397.6362944,-614124109.7979413,-91061725.5051468,8138163767.44186,117669833931.37628,194704540133.435,8269246430.804422,20568526147.15974,247592820160.122,73422675641.63171,1934946583.301563,-1134866031.2619138,Sony Group Corporation,JPY,Technology,Consumer Electronics
6758.T,2021-06-30,,5597196653.274407,66895419.84732824,43802317448.774605,,-56080208.91924468,2556741141.02049,62320134238.650055,632798171.956609,20374151149.055843,2328755050.220972,1870363439.1321812,-1726434467.657694,13187479598.232222,27869426347.930893,9602137870.630775,1606230349.537967,17884305427.882683,41728243463.23824,7131160088.388911,12849544881.478504,-9289525.914021697,2489845721.173162,-332662527.11932504,1912333318.601848,-557588220.1687424,-669893081.558859,-68141245.4801125,,1912333318.601848,1923942969.063881,-205082760.1446364,-9939521.896343913,-198754327.03897145,,,13014255668.94335,3117290453.997589,413596054.6404178,9433689606.267576,14776954495.781437,,14340310666.934511,,1794115299.316995,13873983688.228205,-1088219662.515066,,10555916697.468864,,-2929170783.4471674,13460730687.0229,4840790912.0128565,13316901020.490156,2489845721.173162,-77123828.84692647,6843383394.937726,-16421426.275612695,498285114.5038168,-608847625.5524306,13488048573.724386,2049301916.432302,192477162366.4122,7946327271.996785,15186975572.519085,255210892659.70267,68641886830.05222,1748994744.8774607,-844281586.982724,Sony Group Corporation,JPY,Technology,Consumer Electronics
6758.T,2021-09-30,,6277447064.760303,-249149944.49116904,43489017305.29857,,104510472.66610596,2608606092.514718,65183187330.529854,633061453.3221194,21832433086.62742,1690550422.2035322,1582704312.8679562,-2361805836.8376784,13010116390.243902,30488336528.17493,8061340026.913372,1898106267.45164,18974677049.62153,42898360824.22203,7701690206.896551,13280431962.994112,-28666203.53238015,2857756037.005887,-2755125.3153910846,1963657978.1328847,-2316839243.061396,-514655566.0218671,-128523370.89991587,,1963657978.1328847,1975544639.1925988,52338166.52649285,11186361.64844407,-942870227.0815812,,,13821689692.1783,3408504666.105972,437521271.6568545,9271273120.269133,15554986021.867117,,14185799313.708998,,1089371021.0260725,14294493153.910849,-797622600.5046257,,10300436820.857862,,-3659783152.228764,14583136299.41127,4845915280.067284,13574032491.169048,2857756037.005887,-370163525.6518082,7813526179.983179,58410499.57947856,332061708.9991589,-1102814926.8292682,13775423858.704794,2162810230.4457526,198529151697.22452,8110701920.941968,15455967370.899916,264149860299.41125,70725172582.00168,1871246099.2430613,-1260502082.4222035,Sony Group Corporation,JPY,Technology,Consumer Electronics
6758.T,2021-12-31,,7311856573.78185,668454064.3522439,48207512143.022095,,24278538.988530524,4165881398.660612,66663714513.89424,1025700581.1715804,27359106516.049576,2231928796.8593645,1588024035.8709877,-682976060.3494728,12927599973.058271,32644075128.93542,9957829227.927029,2131827207.29736,23861679181.741207,44071026730.04388,7607982545.608499,13159482584.096684,-71111750.44261412,3497427334.308368,-334484258.3326919,3124268897.6984067,3148042009.8529754,-2690459241.013009,-261756947.11723503,,3124268897.6984067,3140180817.489032,-208768358.8638288,-7942421.676545301,-159110172.4270649,,,16431182684.165962,3822371661.1500273,458313832.65337545,6209403317.681472,20047249942.267727,,14257946578.400433,,4437313659.456547,15811168366.561466,650800227.0802864,,11271171830.498035,,-1570343122.1614966,14984705238.24186,4884011700.407975,13146323435.455317,3497427334.308368,-77402509.42960511,7115669732.892003,220167539.0655069,447844276.8070203,-826463128.319606,14539713012.855057,2171503213.763375,203598456084.98196,7945715976.445232,15694613328.458164,270720484431.52957,74693069605.881,1993186821.6457548,-976881764.2983603,Sony Group Corporation,JPY,Technology,Consumer Electronics
7267.T,2020-12-31,3308049929.8513155,7803190396.492566,1021078801.3724744,69140031323.67519,,-113946937.85741515,3630284241.707968,78037099171.17804,818212103.6980556,35432330651.16279,-707224460.5413649,31843401378.574158,-3386100153.2596264,-4121517767.4418607,79733939963.40068,26993361623.33206,1411639939.7636294,32823125210.827297,70448725386.199,,27442507402.21121,-70703656.88143347,2609205440.3354936,-308311534.88372093,2668541647.731605,-864724700.7243614,514541494.47197866,-18789.17270301182,319415.9359512009,2668541647.731605,2812072138.0099125,-2070125286.3133817,,-21400867.708730463,,,6010233591.307663,3579515897.06443,2531361897.826916,40449828908.12048,27629140254.670227,,-1549092132.6725123,1614469059.092642,3046692537.552421,9460649082.729698,523278459.7788792,,2975641280.9759817,,-1511307106.3667555,7588373784.979032,3393597033.168128,1616113111.7041554,2609205440.3354936,-18920696.9119329,13609364177.659168,-124882236.37056804,147222562.7144491,-400434848.6465879,17722811995.425087,13442967264.201296,114652950416.3172,808563863.5150591,9010685974.837973,195221411485.3221,53790357602.74495,810921904.6892871,-801189113.2291269,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers
7267.T,2021-03-31,2665949493.772599,7029327384.491763,380410148.654078,68421926384.08999,,-109497239.8553636,2305192695.861792,81992533475.29128,287081558.8589795,32714713065.488148,-7861620156.689433,15403794371.233427,-1202537705.9059863,-695820699.075934,80358154688.62997,24898637766.17115,7467876062.675773,30789930518.280437,80662208364.80515,,27277388340.699078,-68800269.1844114,1924782547.2077136,-405425966.2515066,1925820735.235034,-1040616484.5319403,-1270335897.9509842,3520811.570912013,306942.54720771394,1925820735.235034,2018111137.0028124,206382752.1092808,,-2825631840.096424,,,7238553869.023704,2956732418.642025,2622851149.0558457,42568968127.76215,25685385680.996384,,1775843190.036159,2147812418.642025,2222507790.27722,10342275656.890316,-178622507.03093612,6061239618.32061,10054336464.443552,,362607480.9160305,1330325110.486139,3463900811.570912,1553210538.3688228,1924782547.2077136,-47973314.58417035,13953247087.183607,1238964564.081961,201977223.78465247,-3299551132.9851346,16800563515.46806,13717939513.860989,113281579658.49738,776988947.368421,9822712201.687424,197896964282.8445,51597556765.76939,898727778.2241864,-823860879.8714342,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers
7267.T,2021-06-30,2533581910.849453,6795207905.803196,627965853.6585366,66986670247.26661,,-111762257.35912532,2869016114.3818336,85928562227.08157,678553271.6568545,33023448040.370056,-1668186913.372582,30095109194.280907,-1186049197.64508,342464841.0428932,83210442206.89655,23067991609.756096,1394065766.1900756,30782397779.64676,78377417964.6762,,73768581678.72162,-270048353.2380151,2241050260.7232966,-859451666.9470142,2050329244.7434816,-2345689735.9125314,935268292.6829268,3593641.715727502,,2050329244.7434816,2190462842.724979,,,-172402657.69554245,,,21895257315.391083,2921114704.7939444,2569186607.232969,41034735088.3095,26228240134.56686,,2861662970.5634985,1633042940.2859545,66832521.44659378,10455147703.952902,-1647786085.786375,,1000138132.8847772,,-376770297.72918415,7551144262.405382,3492614311.18587,1582593739.2767031,2241050260.7232966,-26952312.867956266,15997225100.084105,71835976.45079899,-1438774354.920101,-1298309036.1648445,19958081712.36333,53253559216.14802,114062344703.11185,793061439.8654331,9411563364.171572,202560093537.4264,53069527902.43903,1000138132.8847772,-740013759.4617325,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers
7267.T,2021-09-30,1726158994.6886308,6218582230.005389,451725232.853514,64604145292.89509,,11308925.409899162,2247669232.5456085,85794724886.45987,705386325.1481795,30725962243.091373,-229806750.827496,27575952678.77762,-884442806.5583867,335350704.3337696,83008333827.26503,23640230024.63244,1414283561.6965592,28930018243.39928,78337612250.78902,,72312085020.39874,-431760872.912016,1795943999.6920946,,1504520302.5171273,1045358074.82103,328193499.3457009,-175247729.1971365,,1504520302.5171273,1542282907.3974292,,,-40966649.988453545,,,20380885805.557697,2785163594.026634,2221170425.6793165,42262717823.87808,24507380013.085983,,2909029270.264029,1637474636.2866602,2624907185.7439766,9806571222.38473,-231151547.22500196,,958722500.192441,,838791932.876607,7457112635.67085,2960781367.8700643,1674244438.4573936,1795943999.6920946,-31616253.560157035,15896089100.146255,-47131052.26695405,-1743072742.6680012,-647975252.0976061,19689109903.009777,52364431240.85906,109680601377.877,776795916.4036641,7778834866.446002,197696496690.01617,47728773650.98915,958722500.192441,-545400681.2408592,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers
7751.T,2020-12-31,630696.2447226131,3680370196.281757,5356476.557292053,15893039033.404934,,355321.8280127398,712278136.4343382,22874118052.736835,198846978.0016295,8401007225.390712,356734232.27909046,3071526243.9819274,-388553301.9776313,-13174960294.792978,30902401563.587883,3621475603.288645,547231147.3224206,7694085565.513666,11911897792.756092,8132996853.566402,10171451531.73839,-14052978.29790386,706921659.8770461,-371586684.69002295,476033536.0343679,-822596680.9865936,-753770842.9005259,-26649.13710095549,,476033536.0343679,513431158.4327087,959368.9356343974,,-1690861099.9185245,,,6100120728.094215,2328752611.658396,1856645381.8235688,42940642.9153396,4720637029.108955,,-2885115529.960744,644695924.7463151,1241299040.071106,2615364081.179172,514488240.8710466,,3618730742.167247,,-138113594.54855195,2829223406.4143395,4734663.358269758,3594257951.2628694,706921659.8770461,-2309591.8820828088,4999440301.459151,15545329.975557366,171522729.42744982,-1690887749.0556254,3853056604.6959486,444098986.7417228,16358777119.472631,1552418832.679061,2698749231.1680617,41089540554.03304,11780597494.259686,1369996606.1773202,-391626835.7899415,Canon Inc.,JPY,Technology,Computer Hardware
